geography,ba_code,ecode,area_name,band_a,band_b,band_c,band_d,band_e,band_f,band_g,band_h,band_i,all_properties
ENGWAL,N/A,K04000001,ENGLAND AND WALES,5980920,4891770,5401060,3819800,2397130,1281390,870850,147710,5420,24796040
NATL,N/A,E92000001,ENGLAND,5773160,4594770,5096590,3594790,2211930,1168960,819300,135240,..,23394740
REGL,N/A,E12000001,NORTH EAST,657070,181980,174910,95790,48410,21100,12210,1400,..,1192880
LAUA,1355,E06000047,County Durham UA,143170,30070,28800,19770,9670,3720,2050,260,..,237500
LAUA,1350,E06000005,Darlington UA,22560,9830,6930,5000,2880,1140,520,50,..,48930
LAUA,0724,E06000001,Hartlepool UA,24010,7040,5820,3020,1520,600,430,60,..,42490
LAUA,0734,E06000002,Middlesbrough UA,32790,10010,10480,4730,1860,640,450,50,..,61010
LAUA,2935,E06000057,Northumberland UA,70020,23160,18860,15190,9990,6360,3900,510,..,148000
LAUA,0728,E06000003,Redcar and Cleveland UA,26590,12780,13700,5230,3050,850,390,30,..,62610
LAUA,0738,E06000004,Stockton-on-Tees UA,35080,15940,15130,9260,5200,2110,1260,120,..,84100
CTYMET,N/A,E11000007,Tyne and Wear (Met County),302850,73160,75200,33580,14240,5690,3220,330,..,508250
LAUA,4505,E08000037,Gateshead,56580,12150,14660,5440,2160,810,360,50,..,92210
LAUA,4510,E08000021,Newcastle upon Tyne,71890,19040,17870,8450,4200,2110,1600,130,..,125270
LAUA,4515,E08000022,North Tyneside,49600,15100,18390,7330,3230,1080,340,40,..,95090
LAUA,4520,E08000023,South Tyneside,45910,9540,7870,4140,1690,680,320,50,..,70190
LAUA,4525,E08000024,Sunderland,78870,17340,16410,8230,2960,1020,600,60,..,125500
REGL,N/A,E12000002,NORTH WEST,1328710,636910,557460,321690,185490,90540,60130,6590,..,3187520
LAUA,2372,E06000008,Blackburn with Darwen UA,35230,9140,8260,4220,2010,770,570,70,..,60270
LAUA,2373,E06000009,Blackpool UA,31690,20720,11200,4600,1810,540,260,30,..,70860
LAUA,0660,E06000049,Cheshire East UA,29510,34800,32960,24520,18980,13010,11860,1780,..,167420
LAUA,0665,E06000050,Cheshire West and Chester UA,32680,35400,29480,19980,15160,8980,7220,560,..,149450
LAUA,0650,E06000006,Halton UA,26020,11820,7760,4740,3340,1060,360,40,..,55130
LAUA,0655,E06000007,Warrington UA,26360,19710,19000,11460,6760,4380,2580,190,..,90430
CTYMET,N/A,E10000006,Cumbria,92100,46540,40280,30150,18530,8400,4220,400,..,240630
LAUA,0905,E07000026,Allerdale,22020,7420,6940,5090,2810,1050,470,30,..,45830
LAUA,0910,E07000027,Barrow-in-Furness,19740,5410,4610,2300,970,230,70,10,..,33330
LAUA,0915,E07000028,Carlisle,22240,11540,7380,5200,2530,1050,350,30,..,50320
LAUA,0920,E07000029,Copeland,19200,4530,4050,3060,1780,440,90,20,..,33160
LAUA,0925,E07000030,Eden,4190,6940,5260,4570,3190,1030,400,50,..,25630
LAUA,0930,E07000031,South Lakeland,4720,10700,12050,9930,7250,4600,2860,270,..,52360
CTYMET,N/A,E11000001,Greater Manchester (Met County),553240,228840,204290,107060,55730,23530,14740,1990,..,1189410
LAUA,4205,E08000001,Bolton,63580,21230,18180,10270,5330,2200,1780,240,..,122810
LAUA,4210,E08000002,Bury,29880,18000,16950,8790,5230,1780,1250,180,..,82060
LAUA,4215,E08000003,Manchester,131090,36970,30940,14710,5280,1980,770,100,..,221850
LAUA,4220,E08000004,Oldham,50240,16490,15550,6560,3220,1480,850,70,..,94470
LAUA,4225,E08000005,Rochdale,51020,14970,11530,7630,4090,1590,860,50,..,91750
LAUA,4230,E08000006,Salford,59090,23400,15480,7560,3320,1380,840,100,..,111170
LAUA,4235,E08000007,Stockport,30780,27280,27680,18980,12460,6020,3270,180,..,126640
LAUA,4240,E08000008,Tameside,52150,18430,18630,6400,3480,880,380,40,..,100380
LAUA,4245,E08000009,Trafford,18420,20840,26150,14540,7630,4400,4140,970,..,97090
LAUA,4250,E08000010,Wigan,67010,31220,23200,11620,5680,1820,600,50,..,141200
CTYMET,N/A,E10000017,Lancashire,198510,102660,97540,63540,37410,17830,10250,820,..,528550
LAUA,2315,E07000117,Burnley,24960,5020,6100,2720,1260,320,130,20,..,40530
LAUA,2320,E07000118,Chorley,14580,10770,9090,6330,4460,1880,820,60,..,48000
LAUA,2325,E07000119,Fylde,6930,6180,8680,6870,4510,2420,1540,110,..,37250
LAUA,2330,E07000120,Hyndburn,21660,5450,5440,2650,870,270,170,10,..,36520
LAUA,2335,E07000121,Lancaster,22040,15790,11840,6130,3730,1860,830,70,..,62290
LAUA,2340,E07000122,Pendle,24690,4470,4260,3120,1730,950,520,40,..,39780
LAUA,2345,E07000123,Preston,28140,12020,9620,6300,2480,1250,890,60,..,60760
LAUA,2350,E07000124,Ribble Valley,3570,4870,4910,4440,3300,2060,1880,210,..,25240
LAUA,2355,E07000125,Rossendale,16120,4870,4000,3260,1870,650,440,40,..,31240
LAUA,2360,E07000126,South Ribble,9820,12760,11880,7630,3850,1500,500,30,..,47980
LAUA,2365,E07000127,West Lancashire,14410,8710,9600,6840,4650,2390,1530,90,..,48220
LAUA,2370,E07000128,Wyre,11580,11740,12140,7240,4700,2270,990,70,..,50750
CTYMET,N/A,E11000002,Merseyside (Met County),303380,127300,106690,51420,25750,12050,8070,710,..,635360
LAUA,4305,E08000011,Knowsley,37100,13300,8900,3910,1550,260,130,20,..,65160
LAUA,4310,E08000012,Liverpool,131710,37700,26150,13260,4780,2150,1590,140,..,217480
LAUA,4320,E08000014,Sefton,39040,26950,29940,14800,8170,3860,2710,250,..,125700
LAUA,4315,E08000013,St. Helens,36750,17640,14550,6300,3220,1540,560,40,..,80600
LAUA,4325,E08000015,Wirral,58780,31710,27150,13150,8040,4240,3090,270,..,146420
REGL,N/A,E12000003,YORKSHIRE AND THE HUMBER,1027320,472220,390720,219880,135960,65500,37360,3340,..,2352280
LAUA,2001,E06000011,East Riding of Yorkshire UA,39780,35490,29560,23050,14480,6360,2970,260,..,151940
LAUA,2004,E06000010,"Kingston upon Hull, City of UA",80940,21770,9690,3780,1150,290,60,40,..,117730
LAUA,2002,E06000012,North East Lincolnshire UA,38810,17210,8610,4730,1920,690,430,50,..,72450
LAUA,2003,E06000013,North Lincolnshire UA,35160,15050,10990,7300,3570,1440,480,30,..,74010
LAUA,2741,E06000014,York UA,10620,24730,26000,12730,7300,3270,1600,110,..,86360
CTYMET,N/A,E10000023,North Yorkshire,46840,61020,62340,41410,32770,19700,12650,1190,..,277930
LAUA,2705,E07000163,Craven,4240,6010,5800,4130,3120,1970,1290,110,..,26670
LAUA,2710,E07000164,Hambleton,3590,8410,8990,6710,5850,3880,2380,160,..,39980
