geography,ba_code,ecode,area_name,band_a,band_b,band_c,band_d,band_e,band_f,band_g,band_h,band_i,all_properties
LAUA,2741,E06000014,York UA,10560,24350,25560,12520,7070,3150,1500,100,..,84820
CTYMET,N/A,E10000023,North Yorkshire,45320,59740,61670,40500,32210,19400,12580,1170,..,272580
LAUA,2705,E07000163,Craven,4090,5800,5760,4020,3100,1940,1280,110,..,26120
LAUA,2710,E07000164,Hambleton,3450,8220,8860,6530,5800,3780,2370,160,..,39160
LAUA,2715,E07000165,Harrogate,7970,13350,16610,10420,9130,6150,5420,600,..,69650
LAUA,2720,E07000166,Richmondshire,3570,4660,5180,3320,3060,1600,810,100,..,22290
LAUA,2725,E07000167,Ryedale,2280,5800,5510,4000,3190,1960,1130,100,..,23970
LAUA,2730,E07000168,Scarborough,15510,14460,12370,6940,3910,1680,690,50,..,55590
LAUA,2735,E07000169,Selby,8450,7450,7370,5280,4030,2290,890,60,..,35790
CTYMET,N/A,E11000003,South Yorkshire (Met County),344130,97470,69700,39370,20030,8580,4520,360,..,584150
LAUA,4405,E08000016,Barnsley,63290,16150,11740,7850,3320,1290,590,40,..,104270
LAUA,4410,E08000017,Doncaster,78570,23060,14040,8440,4040,1700,750,110,..,130690
LAUA,4415,E08000018,Rotherham,62230,21070,14060,8140,4080,1610,580,60,..,111820
LAUA,4420,E08000019,Sheffield,140040,37190,29860,14940,8600,3980,2600,160,..,237370
CTYMET,N/A,E11000006,West Yorkshire (Met County),423640,191590,168300,83680,53010,24280,14180,1210,..,959880
LAUA,4705,E08000032,Bradford,89190,43490,38120,16700,11470,5490,3450,300,..,208200
LAUA,4710,E08000033,Calderdale,44170,17670,14810,6950,4980,2670,1230,40,..,92520
LAUA,4715,E08000034,Kirklees,81100,32930,30500,15660,10920,4770,1960,130,..,177950
LAUA,4720,E08000035,Leeds,132380,70710,64590,31880,19320,9270,6490,660,..,335300
LAUA,4725,E08000036,Wakefield,76790,26790,20280,12500,6330,2090,1060,80,..,145920
REGL,N/A,E12000004,EAST MIDLANDS,739690,439860,351870,208890,123000,59590,33970,2980,..,1959840
LAUA,1055,E06000015,Derby UA,55080,19940,15720,8140,4120,2180,620,40,..,105830
LAUA,2465,E06000016,Leicester UA,75590,24260,14980,6430,3010,1360,600,60,..,126290
LAUA,3060,E06000018,Nottingham UA,85080,21130,14870,6410,2280,980,690,110,..,131540
LAUA,2470,E06000017,Rutland UA,1550,4190,2820,2280,2190,1520,1210,140,..,15900
CTYMET,N/A,E10000007,Derbyshire,131230,76760,56890,37340,22230,11130,6740,510,..,342820
LAUA,1005,E07000032,Amber Valley,21490,11380,9840,5840,2870,1490,1330,110,..,54350
LAUA,1010,E07000033,Bolsover,21350,5300,3830,2160,1010,300,120,20,..,34090
LAUA,1015,E07000034,Chesterfield,26440,9860,6030,3580,1760,500,200,20,..,48400
LAUA,1045,E07000035,Derbyshire Dales,3420,6800,7160,5440,4700,2880,2070,130,..,32590
LAUA,1025,E07000036,Erewash,20850,13250,7480,4930,2080,770,470,40,..,49870
LAUA,1030,E07000037,High Peak,8280,12540,8570,4600,3570,2030,820,50,..,40450
LAUA,1035,E07000038,North East Derbyshire,18490,8540,7280,4600,2780,1380,820,70,..,43950
LAUA,1040,E07000039,South Derbyshire,10910,9080,6710,6190,3460,1800,890,80,..,39130
CTYMET,N/A,E10000018,Leicestershire,45600,80400,61340,39320,26010,12200,7750,730,..,273340
LAUA,2405,E07000129,Blaby,4490,13970,9120,6000,3670,1180,480,40,..,38940
LAUA,2410,E07000130,Charnwood,11930,19350,17120,9280,5820,2800,1800,190,..,68290
LAUA,2415,E07000131,Harborough,4140,7590,7210,5530,5390,3160,2310,220,..,35530
LAUA,2420,E07000132,Hinckley and Bosworth,8040,14480,10330,6690,3710,1900,950,60,..,46170
LAUA,2430,E07000133,Melton,3460,6780,3710,3340,2270,1310,910,90,..,21860
LAUA,2435,E07000134,North West Leicestershire,9770,12450,6740,5470,3330,1320,850,50,..,39980
LAUA,2440,E07000135,Oadby and Wigston,3770,5790,7120,3020,1820,530,440,80,..,22560
CTYMET,N/A,E10000019,Lincolnshire,125090,68070,65390,33940,18000,7270,2750,340,..,320870
LAUA,2505,E07000136,Boston,13720,5640,5820,1880,750,200,80,10,..,28090
LAUA,2510,E07000137,East Lindsey,25830,13400,15760,6020,3080,1070,510,60,..,65720
LAUA,2515,E07000138,Lincoln,25520,8290,4600,2360,1160,350,120,50,..,42450
LAUA,2520,E07000139,North Kesteven,12560,11760,12100,5820,2940,1370,420,60,..,47010
LAUA,2525,E07000140,South Holland,14560,8130,9460,3950,1690,350,100,10,..,38240
LAUA,2530,E07000141,South Kesteven,17870,13320,10470,8510,5150,2590,1030,100,..,59030
LAUA,2535,E07000142,West Lindsey,15040,7560,7210,5400,3230,1350,500,60,..,40330
CTYMET,N/A,E10000021,Northamptonshire,81610,73640,60840,35890,23870,12730,7850,620,..,297050
LAUA,2805,E07000150,Corby,13660,5490,2880,2270,1010,250,140,20,..,25720
LAUA,2810,E07000151,Daventry,3630,8150,7150,4950,3990,2510,2110,130,..,32620
LAUA,2815,E07000152,East Northamptonshire,9160,10060,5890,4780,3530,2190,1310,130,..,37050
LAUA,2820,E07000153,Kettering,12840,11380,7700,4570,2730,1220,630,50,..,41110
LAUA,2825,E07000154,Northampton,30020,20900,21830,10060,5260,2270,1170,80,..,91590
LAUA,2830,E07000155,South Northamptonshire,1950,8240,8930,5690,5300,3530,2080,170,..,35890
LAUA,2835,E07000156,Wellingborough,10360,9410,6470,3570,2070,760,410,40,..,33090
CTYMET,N/A,E10000024,Nottinghamshire,138870,71470,59010,39140,21280,10220,5780,440,..,346210
LAUA,3005,E07000170,Ashfield,28690,10450,7900,3440,1040,380,120,20,..,52040
LAUA,3010,E07000171,Bassetlaw,25960,7310,5940,5700,2860,1320,660,60,..,49800
LAUA,3015,E07000172,Broxtowe,15840,12710,10790,5850,2570,730,440,20,..,48940
LAUA,3020,E07000173,Gedling,14310,14520,9700,6340,3500,1260,790,80,..,50500
LAUA,3025,E07000174,Mansfield,26310,9170,6180,3500,1360,350,180,20,..,47060
LAUA,3030,E07000175,Newark and Sherwood,21740,7710,8140,5490,3820,2440,1350,120,..,50810
LAUA,3040,E07000176,Rushcliffe,6030,9600,10360,8840,6140,3740,2230,120,..,47060
REGL,N/A,E12000005,WEST MIDLANDS,738340,593170,454660,260640,163920,88450,54040,5320,..,2358530
LAUA,1850,E06000019,"Herefordshire, County of UA",12410,18910,16070,12810,10980,6350,3430,180,..,81150
LAUA,3245,E06000051,Shropshire UA,25420,34040,27530,19140,14170,7540,4240,330,..,132410
LAUA,3455,E06000021,Stoke-on-Trent UA,69050,22570,14320,4450,1660,450,100,40,..,112660
LAUA,3240,E06000020,Telford and Wrekin UA,25840,17970,9910,7450,4290,1950,980,50,..,68430
CTYMET,N/A,E10000028,Staffordshire,97750,87930,75040,45600,29120,16190,9310,880,..,361790
LAUA,3405,E07000192,Cannock Chase,13820,13020,7460,4590,1660,560,260,20,..,41380
LAUA,3410,E07000193,East Staffordshire,17350,10320,7810,5600,3880,2030,1090,90,..,48160
LAUA,3415,E07000194,Lichfield,5640,10020,10060,6150,4650,3310,2450,380,..,42660
LAUA,3420,E07000195,Newcastle-under-Lyme,23710,9830,10650,4340,2600,1690,890,50,..,53750
LAUA,3430,E07000196,South Staffordshire,6680,10220,10810,6880,4970,3210,2300,200,..,45270
LAUA,3425,E07000197,Stafford,11810,12780,12550,8560,5580,3130,1510,110,..,56020
LAUA,3435,E07000198,Staffordshire Moorlands,9410,10190,10430,6050,4120,1860,750,30,..,42830
LAUA,3445,E07000199,Tamworth,9330,11560,5260,3440,1660,400,60,-,..,31710
CTYMET,N/A,E10000031,Warwickshire,42270,48710,59420,37090,23540,13980,10700,1380,..,237100
LAUA,3705,E07000218,North Warwickshire,6390,6820,5770,3690,2140,1180,680,70,..,26740
LAUA,3710,E07000219,Nuneaton and Bedworth,19910,12370,11920,6700,2200,570,140,20,..,53820
LAUA,3715,E07000220,Rugby,8140,10910,10180,5520,3990,2460,1450,100,..,42750
LAUA,3720,E07000221,Stratford-on-Avon,3210,7400,15250,9050,8550,4990,4670,790,..,53900
LAUA,3725,E07000222,Warwick,4630,11210,16300,12130,6670,4770,3760,410,..,59880
CTYMET,N/A,E11000005,West Midlands (Met County),426450,301880,196620,98440,52980,25920,14790,1650,..,1118730
LAUA,4605,E08000025,Birmingham,155250,123910,72980,35740,20050,8360,5660,840,..,422780
LAUA,4610,E08000026,Coventry,54760,39620,21730,8490,4220,2180,1370,170,..,132520
LAUA,4615,E08000027,Dudley,41640,37360,28750,15540,6390,2300,950,130,..,133060
LAUA,4620,E08000028,Sandwell,56470,41850,19030,6580,2690,500,50,30,..,127200
LAUA,4625,E08000029,Solihull,13900,11290,21410,16080,11380,8630,5160,320,..,88160
LAUA,4630,E08000030,Walsall,49200,25170,17110,9830,5360,2300,730,50,..,109750
LAUA,4635,E08000031,Wolverhampton,55240,22690,15610,6200,2900,1640,880,120,..,105260
CTYMET,N/A,E10000034,Worcestershire,39150,61160,55760,35650,27180,16070,10480,820,..,246270
LAUA,1805,E07000234,Bromsgrove,3340,7100,8360,7500,6540,3310,2590,320,..,39060
LAUA,1860,E07000235,Malvern Hills,3700,6790,7150,5330,4600,3310,2190,130,..,33190
LAUA,1825,E07000236,Redditch,7460,11610,7140,4180,3110,1120,420,20,..,35080
LAUA,1835,E07000237,Worcester,7980,14200,10920,5030,3140,1290,380,10,..,42950
LAUA,1840,E07000238,Wychavon,5910,10530,11320,7640,6610,5390,3750,210,..,51350
LAUA,1845,E07000239,Wyre Forest,10750,10940,10860,5970,3190,1650,1150,130,..,44640
REGL,N/A,E12000006,EAST,360690,536360,658240,437880,265650,144270,97640,12110,..,2512830
LAUA,0235,E06000055,Bedford UA,9120,16510,16450,9400,7130,4540,2660,210,..,66010
LAUA,0240,E06000056,Central Bedfordshire UA,9210,21900,30730,19800,13880,7320,4360,330,..,107520
LAUA,0230,E06000032,Luton UA,16260,26020,21960,7590,3380,1050,260,30,..,76530
LAUA,0540,E06000031,Peterborough UA,33360,18080,12120,6680,3970,1730,830,60,..,76820
LAUA,1590,E06000033,Southend-on-Sea UA,16190,15120,22950,12410,6480,3500,1500,110,..,78260
LAUA,1595,E06000034,Thurrock UA,7350,12690,25780,10960,4290,2030,760,40,..,63900
CTYMET,N/A,E10000003,Cambridgeshire,36710,56330,68750,41560,29570,15700,9110,1030,..,258760
LAUA,0505,E07000008,Cambridge,2820,9370,17350,8380,4720,3030,2810,440,..,48910
LAUA,0510,E07000009,East Cambridgeshire,4280,10450,7240,6540,4230,1880,630,80,..,35330
LAUA,0515,E07000010,Fenland,16100,11280,8210,4140,1920,490,150,20,..,42320
LAUA,0520,E07000011,Huntingdonshire,11170,18500,16910,11080,8270,3370,1620,150,..,71070
LAUA,0530,E07000012,South Cambridgeshire,2340,6730,19040,11420,10430,6940,3900,350,..,61140
CTYMET,N/A,E10000012,Essex,51490,110170,178880,116980,71340,40780,27510,3220,..,600370
LAUA,1505,E07000066,Basildon,8950,15090,22960,13790,7070,4380,1870,140,..,74230
LAUA,1510,E07000067,Braintree,5670,15870,18320,8750,6760,3860,2130,210,..,61570
LAUA,1515,E07000068,Brentwood,600,2790,6400,7950,5530,4370,3720,500,..,31860
LAUA,1520,E07000069,Castle Point,2120,6230,13610,8410,4250,1730,600,60,..,37020
LAUA,1525,E07000070,Chelmsford,4420,9760,21850,15960,9860,5280,3590,340,..,71060
LAUA,1530,E07000071,Colchester,8860,20260,18930,12890,7520,3600,2250,160,..,74470
LAUA,1535,E07000072,Epping Forest,1670,4780,11150,13550,9170,6560,5790,1100,..,53770
LAUA,1540,E07000073,Harlow,2220,7540,18420,4090,2060,850,390,20,..,35570
LAUA,1545,E07000074,Maldon,2220,3600,7690,5000,4220,2570,1340,150,..,26810
LAUA,1550,E07000075,Rochford,1360,3490,11450,10160,4720,2130,1110,80,..,34500
LAUA,1560,E07000076,Tendring,12400,17130,20400,10210,4690,1610,790,80,..,67300
LAUA,1570,E07000077,Uttlesford,1000,3620,7710,6220,5500,3840,3940,390,..,32230
CTYMET,N/A,E10000015,Hertfordshire,10100,47920,130560,117480,71710,43070,37030,5870,..,463730
LAUA,1905,E07000095,Broxbourne,450,3530,8820,13960,7160,2730,2030,150,..,38830
LAUA,1910,E07000096,Dacorum,1080,7770,18290,14320,8210,5300,4610,680,..,60250
LAUA,1915,E07000242,East Hertfordshire,810,5750,14500,14370,10090,6880,5040,720,..,58150
LAUA,1920,E07000098,Hertsmere,520,2850,6300,13590,8540,4050,4330,880,..,41050
LAUA,1925,E07000099,North Hertfordshire,3180,8440,19020,9600,6790,4360,3080,310,..,54760
LAUA,1930,E07000240,St Albans,910,2960,8830,15650,12410,8710,7110,1080,..,57650
LAUA,1935,E07000243,Stevenage,1440,5950,20600,3110,2880,830,410,10,..,35230
LAUA,1940,E07000102,Three Rivers,780,2040,6220,9650,7230,3910,4900,1380,..,36110
LAUA,1945,E07000103,Watford,290,3810,13020,11790,3450,2060,1800,80,..,36280
LAUA,1950,E07000241,Welwyn Hatfield,660,4820,14980,11440,4960,4250,3720,590,..,45420
CTYMET,N/A,E10000020,Norfolk,105600,110390,86030,49770,26850,11530,5630,520,..,396320
LAUA,2605,E07000143,Breckland,14810,16250,12910,6870,3840,1420,680,60,..,56830
LAUA,2610,E07000144,Broadland,4280,14230,19790,8970,4480,1950,750,90,..,54520
LAUA,2615,E07000145,Great Yarmouth,19740,11870,8150,3840,1700,540,240,10,..,46100
LAUA,2635,E07000146,King's Lynn and West Norfolk,23200,16600,12960,8810,4430,2250,980,100,..,69330
LAUA,2620,E07000147,North Norfolk,11120,13980,11070,8500,4530,2090,990,80,..,52350
LAUA,2625,E07000148,Norwich,26460,21980,7770,3350,2090,800,620,70,..,63150
LAUA,2630,E07000149,South Norfolk,5990,15490,13370,9430,5790,2490,1370,110,..,54040
CTYMET,N/A,E10000029,Suffolk,65300,101240,64040,45270,27050,13020,8010,700,..,324610
LAUA,3505,E07000200,Babergh,4470,11370,7900,6960,4000,2110,1580,180,..,38550
LAUA,3540,E07000244,East Suffolk,26170,29510,21720,17010,10380,4840,2690,220,..,112540
LAUA,3515,E07000202,Ipswich,18120,22080,10840,4100,2070,870,330,10,..,58410
LAUA,3520,E07000203,Mid Suffolk,5110,11240,9020,6650,4860,2670,1530,100,..,41180
LAUA,3545,E07000245,West Suffolk,11440,27050,14570,10550,5740,2530,1870,180,..,73930
REGL,N/A,E12000007,LONDON,116460,454150,904880,852110,505980,253060,202360,57370,..,3346370
CTYMET,N/A,E13000001,Inner London,60920,251590,379740,298290,176450,104390,101880,40610,..,1413850
LAUA,5210,E09000007,Camden,3800,10860,19640,24590,16870,10560,11730,4200,..,102230
LAUA,5030,E09000001,City of London,10,240,660,810,2270,980,870,110,..,5960
LAUA,5360,E09000012,Hackney,5120,31210,31190,17900,9590,3990,1110,40,..,100150
LAUA,5390,E09000013,Hammersmith and Fulham,3190,5510,13840,23320,14480,8850,10510,2000,..,81700
LAUA,5420,E09000014,Haringey,5920,17300,31900,25500,10740,5390,4630,650,..,102030
LAUA,5570,E09000019,Islington,2750,5870,28780,30280,15290,7730,6500,850,..,98050
LAUA,5600,E09000020,Kensington and Chelsea,1310,3550,9210,13540,13230,11840,19650,14450,..,86780
LAUA,5660,E09000022,Lambeth,4790,32280,38730,27960,13380,8600,5250,640,..,131630
LAUA,5690,E09000023,Lewisham,7110,31800,40930,25160,7170,2750,1290,180,..,116390
LAUA,5750,E09000025,Newham,4860,31430,46740,16000,2970,720,110,30,..,102860
LAUA,5840,E09000028,Southwark,12410,37320,32960,19820,12880,5550,3830,510,..,125280
LAUA,5900,E09000030,Tower Hamlets,1860,25280,33730,19900,15240,7150,3100,450,..,106720
LAUA,5960,E09000032,Wandsworth,6030,12160,35580,31250,20500,13830,11870,2410,..,133630
LAUA,5990,E09000033,Westminster,1750,6790,15840,22270,21850,16440,21410,14100,..,120440
CTYMET,N/A,E13000002,Outer London,55540,202560,525150,553820,329540,148670,100480,16770,..,1932520
LAUA,5060,E09000002,Barking and Dagenham,7130,10570,42880,8190,1660,330,40,20,..,70820
LAUA,5090,E09000003,Barnet,2030,9290,26940,31500,29650,18850,15560,3880,..,137680
LAUA,5120,E09000004,Bexley,4830,9970,28000,26610,19170,4600,1660,40,..,94890
LAUA,5150,E09000005,Brent,2340,12190,32840,30690,21630,6210,3330,250,..,109480
LAUA,5180,E09000006,Bromley,1780,9680,27660,35020,28440,17390,13350,1210,..,134530
LAUA,5240,E09000008,Croydon,2230,20390,44270,37230,21390,11440,7350,630,..,144930
LAUA,5270,E09000009,Ealing,3180,12590,30150,42240,22030,9550,6650,930,..,127310
LAUA,5300,E09000010,Enfield,4960,11060,32650,35630,20740,8900,5820,850,..,120600
LAUA,5330,E09000011,Greenwich,11200,18780,37400,20150,9960,2770,1880,320,..,102450
LAUA,5450,E09000015,Harrow,370,3360,18340,27440,21620,7650,6040,1150,..,85950
LAUA,5480,E09000016,Havering,5480,10270,25100,34530,14940,6170,3020,280,..,99790
LAUA,5510,E09000017,Hillingdon,760,5570,21700,44320,17600,9360,4800,390,..,104500
LAUA,5540,E09000018,Hounslow,1480,8490,24550,36450,14340,5430,3750,790,..,95280
LAUA,5630,E09000021,Kingston upon Thames,330,2830,14380,19710,14330,7790,3950,910,..,64240
LAUA,5720,E09000024,Merton,1050,7980,20970,27190,12970,4930,3900,1530,..,80520
LAUA,5780,E09000026,Redbridge,1640,12140,25430,31440,19330,7240,3080,200,..,100490
LAUA,5810,E09000027,Richmond upon Thames,520,2090,12370,19820,19640,11580,12240,3120,..,81380
LAUA,5870,E09000029,Sutton,730,6860,25960,23400,12050,6700,3630,250,..,79580
LAUA,5930,E09000031,Waltham Forest,3500,28450,33540,22260,8070,1790,430,30,..,98080
REGL,N/A,E12000008,SOUTH EAST,323750,610110,947220,735810,485350,293220,234490,33230,..,3663180
LAUA,0335,E06000036,Bracknell Forest UA,1770,4220,17420,8680,7590,4470,2080,250,..,46470
LAUA,1445,E06000043,Brighton and Hove UA,26480,28140,33260,19100,10840,4400,2630,180,..,125020
LAUA,N/A,E06000060,Buckinghamshire UA,5480,21790,46110,40700,32450,25930,28140,5020,..,205620
LAUA,0405,E07000004,Aylesbury Vale,3030,11700,20490,12090,10250,7350,5740,380,..,71020
LAUA,0415,E07000005,Chiltern,660,1940,5300,6590,6520,6570,8830,1800,..,38220
LAUA,0410,E07000006,South Bucks,590,860,3390,5630,4980,3380,6820,1890,..,27540
LAUA,0425,E07000007,Wycombe,1210,7290,16940,16380,10690,8630,6750,950,..,68840
LAUA,2100,E06000046,Isle of Wight UA,9780,17300,16420,12890,6850,3020,1430,140,..,67830
LAUA,2280,E06000035,Medway UA,10890,37190,32500,16380,8050,3340,1220,70,..,109630
LAUA,0435,E06000042,Milton Keynes UA,15720,28270,26760,12050,9800,5040,2650,130,..,100420
LAUA,1775,E06000044,Portsmouth UA,24400,30300,21250,5840,3580,1640,680,60,..,87770
LAUA,0345,E06000038,Reading UA,5580,13270,27120,9940,5200,3200,1770,80,..,66170
LAUA,0350,E06000039,Slough UA,1170,9340,21420,12380,3990,1570,320,10,..,50180
LAUA,1780,E06000045,Southampton UA,31240,32600,21880,9060,2970,1370,450,30,..,99610
LAUA,0340,E06000037,West Berkshire UA,2290,6140,18410,16710,10040,6330,4120,640,..,64680
LAUA,0355,E06000040,Windsor and Maidenhead UA,1770,3510,9000,15620,12680,7800,9110,1570,..,61050
LAUA,0360,E06000041,Wokingham UA,1690,3340,9430,17620,14390,9350,5780,440,..,62040
CTYMET,N/A,E10000011,East Sussex,35030,44310,56040,45130,29390,16480,12350,1440,..,240160
LAUA,1410,E07000061,Eastbourne,8080,12670,10570,8470,4390,2050,1100,90,..,47420
LAUA,1415,E07000062,Hastings,14340,11870,7280,5470,2180,770,180,40,..,42140
LAUA,1425,E07000063,Lewes,4060,5740,12940,9340,5610,2920,2230,220,..,43060
LAUA,1430,E07000064,Rother,4610,6910,9610,8860,7120,3670,2480,260,..,43520
LAUA,1435,E07000065,Wealden,3930,7120,15640,12970,10090,7080,6350,830,..,64020
CTYMET,N/A,E10000014,Hampshire,39960,96070,153760,109660,80330,46250,27640,3080,..,556750
LAUA,1705,E07000084,Basingstoke and Deane,2170,11220,24550,12680,10020,5860,3020,370,..,69880
LAUA,1710,E07000085,East Hampshire,2710,5230,11700,9950,8340,5740,4350,620,..,48620
LAUA,1715,E07000086,Eastleigh,4380,10820,16890,9290,6840,2820,1000,20,..,52070
LAUA,1720,E07000087,Fareham,3230,6570,14960,10010,7700,3320,1390,100,..,47270
LAUA,1725,E07000088,Gosport,6330,12720,8570,4790,1930,1500,330,30,..,36210
LAUA,1730,E07000089,Hart,720,1840,8370,8160,7300,6350,3510,220,..,36470
LAUA,1735,E07000090,Havant,8050,13630,12200,9660,5440,2380,930,40,..,52320
LAUA,1740,E07000091,New Forest,6490,11680,17470,19050,13110,6580,4350,570,..,79300
LAUA,1750,E07000092,Rushmoor,1190,8130,14790,8240,3770,1120,310,40,..,37580
LAUA,1760,E07000093,Test Valley,2570,8020,12940,8970,7740,4420,3390,450,..,48490
LAUA,1765,E07000094,Winchester,2120,6220,11340,8870,8150,6170,5050,630,..,48550
