geography,ba_code,ecode,area_name,band_a,band_b,band_c,band_d,band_e,band_f,band_g,band_h,band_i,all_properties
ENGWAL,N/A,K04000001,ENGLAND AND WALES,5813000,4396450,4794630,3290780,2060410,1057380,761000,116120,..,22289780
NATL,N/A,E92000001,ENGLAND,5552010,4072030,4537550,3100010,1911680,1003270,728030,113030,..,21017600
REGL,N/A,E12000001,NORTH EAST,673840,155110,153660,74530,36720,16630,9540,1130,..,1121160
LAUA,1355,E06000047,County Durham UA,144670,23800,23610,13700,6930,2750,1630,220,..,217320
LAUA,1350,E06000005,Darlington UA,22430,8510,5690,3960,1990,940,400,60,..,43970
LAUA,0724,E06000001,Hartlepool UA,25050,5610,4700,2240,880,340,170,20,..,39020
LAUA,0734,E06000002,Middlesbrough UA,34470,8750,9470,4070,1660,600,310,40,..,59360
LAUA,2935,E06000057,Northumberland UA,69560,21660,16690,11990,8010,5410,3350,370,..,137030
LAUA,0728,E06000003,Redcar and Cleveland UA,28380,11670,12910,4240,2210,630,310,20,..,60370
LAUA,0738,E06000004,Stockton-on-Tees UA,36480,13350,13030,6910,3520,1320,660,70,..,75330
CTYMET,N/A,E11000007,Tyne and Wear (Met County),312810,61780,67560,27410,11520,4650,2700,330,..,488770
LAUA,4505,E08000037,Gateshead,58620,10040,12560,4310,1760,620,290,50,..,88260
LAUA,4510,E08000021,Newcastle upon Tyne,75260,16970,16340,6840,3370,1570,1300,120,..,121770
LAUA,4515,E08000022,North Tyneside,49850,11180,17400,6100,2670,1000,360,40,..,88610
LAUA,4520,E08000023,South Tyneside,46090,8750,6800,3680,1470,660,320,50,..,67820
LAUA,4525,E08000024,Sunderland,82980,14840,14450,6480,2260,790,440,80,..,122310
REGL,N/A,E12000002,NORTH WEST,1326710,553380,504290,275190,156490,77080,53280,5360,..,2951770
LAUA,2372,E06000008,Blackburn with Darwen UA,36630,7530,7490,3400,1730,770,500,60,..,58110
LAUA,2373,E06000009,Blackpool UA,29080,19370,10920,4390,1460,540,280,30,..,66080
LAUA,0660,E06000049,Cheshire East UA,28100,30940,31140,21550,16900,11310,10310,1410,..,151640
LAUA,0665,E06000050,Cheshire West and Chester UA,30370,32800,26990,17460,13290,7880,6450,410,..,135650
LAUA,0650,E06000006,Halton UA,25830,10210,7290,3990,2370,460,190,40,..,50360
LAUA,0655,E06000007,Warrington UA,25560,16420,17030,9680,5420,3390,1810,100,..,79400
CTYMET,N/A,E10000006,Cumbria,91260,42700,36110,26250,15350,7080,3820,380,..,222950
LAUA,0905,E07000026,Allerdale,21990,6730,6250,4300,2280,900,450,30,..,42930
LAUA,0910,E07000027,Barrow-in-Furness,19640,5380,4230,1980,700,190,60,10,..,32180
LAUA,0915,E07000028,Carlisle,22490,10070,5950,4190,1980,730,270,30,..,45710
LAUA,0920,E07000029,Copeland,19340,4170,3590,2480,1270,330,80,10,..,31260
LAUA,0925,E07000030,Eden,3710,6300,4610,3940,2600,820,340,40,..,22350
LAUA,0930,E07000031,South Lakeland,4100,10060,11490,9350,6520,4100,2630,270,..,48520
CTYMET,N/A,E11000001,Greater Manchester (Met County),558190,193430,179450,87160,45900,19970,13350,1650,..,1099100
LAUA,4205,E08000001,Bolton,61700,17880,16580,9010,4320,1820,1570,190,..,113070
LAUA,4210,E08000002,Bury,28210,16570,15870,8230,4690,1610,1220,180,..,76570
LAUA,4215,E08000003,Manchester,134130,24440,20570,7130,2720,1200,600,80,..,190860
LAUA,4220,E08000004,Oldham,52570,15360,14150,5470,2620,1240,770,70,..,92250
LAUA,4225,E08000005,Rochdale,52700,13030,10340,6580,3440,1220,750,50,..,88120
LAUA,4230,E08000006,Salford,61140,17610,12870,5270,2650,1180,770,100,..,101580
LAUA,4235,E08000007,Stockport,30180,25780,27000,18020,11950,5650,3080,150,..,121810
LAUA,4240,E08000008,Tameside,52950,15670,16960,5120,2490,770,310,30,..,94300
LAUA,4245,E08000009,Trafford,18720,19400,24430,13200,7000,3980,3830,740,..,91290
LAUA,4250,E08000010,Wigan,65890,27700,20690,9130,4030,1320,460,50,..,129260
CTYMET,N/A,E10000017,Lancashire,191110,92480,90350,56040,31470,14730,8780,660,..,485630
LAUA,2315,E07000117,Burnley,26170,4190,6040,2460,1130,310,140,20,..,40460
LAUA,2320,E07000118,Chorley,13490,9550,7870,4790,3360,1450,620,60,..,41180
LAUA,2325,E07000119,Fylde,5900,5750,8210,6280,3970,1990,1340,60,..,33500
LAUA,2330,E07000120,Hyndburn,21600,4690,5260,2420,750,260,190,10,..,35180
LAUA,2335,E07000121,Lancaster,20330,14690,10530,5470,3290,1530,710,60,..,56610
LAUA,2340,E07000122,Pendle,24420,4100,3820,2440,1450,820,480,50,..,37580
LAUA,2345,E07000123,Preston,27070,10600,8890,5950,2240,1010,780,50,..,56590
LAUA,2350,E07000124,Ribble Valley,3000,4530,4700,4270,2960,1680,1510,180,..,22830
LAUA,2355,E07000125,Rossendale,15550,4440,3510,2830,1520,610,390,40,..,28870
LAUA,2360,E07000126,South Ribble,9330,11080,11210,6480,2980,1170,420,20,..,42680
LAUA,2365,E07000127,West Lancashire,14160,7950,8900,5890,3900,2070,1350,50,..,44270
LAUA,2370,E07000128,Wyre,10110,10920,11430,6750,3920,1830,850,70,..,45870
CTYMET,N/A,E11000002,Merseyside (Met County),310580,107500,97530,45270,22610,10960,7800,610,..,602870
LAUA,4305,E08000011,Knowsley,38970,10930,7950,2850,1090,200,100,20,..,62110
LAUA,4310,E08000012,Liverpool,138860,27680,19940,10760,4130,1850,1470,130,..,204820
LAUA,4320,E08000014,Sefton,38420,24500,29070,13890,7640,3600,2760,210,..,120090
LAUA,4315,E08000013,St. Helens,36480,14960,14000,5470,2380,1190,510,20,..,75000
LAUA,4325,E08000015,Wirral,57850,29440,26570,12300,7380,4120,2960,230,..,140860
REGL,N/A,E12000003,YORKSHIRE AND THE HUMBER,1009240,416890,344870,176050,109590,52940,31600,2750,..,2143940
LAUA,2001,E06000011,East Riding of Yorkshire UA,37960,31800,26780,19120,11620,4720,2450,210,..,134650
LAUA,2004,E06000010,"Kingston upon Hull, City of UA",84990,19590,7400,2170,570,190,70,40,..,115020
LAUA,2002,E06000012,North East Lincolnshire UA,38380,15860,7920,3480,1350,520,330,40,..,67890
LAUA,2003,E06000013,North Lincolnshire UA,34470,12670,9480,5430,2340,820,350,20,..,65570
LAUA,2741,E06000014,York UA,10170,22810,22990,10640,6280,2620,1230,80,..,76830
CTYMET,N/A,E10000023,North Yorkshire,41180,55610,58490,36620,28480,17020,11120,1010,..,249540
LAUA,2705,E07000163,Craven,3670,5440,5560,3350,2680,1700,1170,110,..,23670
LAUA,2710,E07000164,Hambleton,2990,7590,8390,6030,5300,3280,2050,140,..,35750
LAUA,2715,E07000165,Harrogate,6880,12700,16300,9640,8140,5510,4720,520,..,64400
LAUA,2720,E07000166,Richmondshire,3250,4380,4700,2890,2630,1340,730,70,..,19990
LAUA,2725,E07000167,Ryedale,2090,5550,5240,3820,2900,1710,1040,90,..,22440
LAUA,2730,E07000168,Scarborough,14440,13160,11790,6560,3650,1650,660,50,..,51940
LAUA,2735,E07000169,Selby,7860,6810,6520,4330,3180,1840,750,50,..,31340
CTYMET,N/A,E11000003,South Yorkshire (Met County),345620,87800,59030,32380,15450,6850,3790,320,..,551260
LAUA,4405,E08000016,Barnsley,62640,14050,9490,5880,2220,850,460,30,..,95620
LAUA,4410,E08000017,Doncaster,77850,21380,11950,6910,3260,1230,590,100,..,123260
LAUA,4415,E08000018,Rotherham,62520,19410,12410,6750,2840,1280,460,40,..,105710
LAUA,4420,E08000019,Sheffield,142620,32970,25190,12840,7130,3500,2280,150,..,226670
CTYMET,N/A,E11000006,West Yorkshire (Met County),416470,170740,152780,66210,43500,20190,12270,1040,..,883190
LAUA,4705,E08000032,Bradford,87920,38650,34610,13380,9480,4360,3060,250,..,191710
LAUA,4710,E08000033,Calderdale,43060,15680,13220,5700,3920,2130,980,30,..,84720
LAUA,4715,E08000034,Kirklees,78590,30070,28440,13020,9060,3840,1520,100,..,164660
LAUA,4720,E08000035,Leeds,130570,62640,58250,25030,15990,8280,5890,580,..,307230
LAUA,4725,E08000036,Wakefield,76330,23700,18260,9090,5060,1580,810,70,..,134880
REGL,N/A,E12000004,EAST MIDLANDS,700460,398920,314520,174650,99260,47590,28680,2730,..,1766800
LAUA,1055,E06000015,Derby UA,53070,17520,15390,7240,3330,1390,480,50,..,98470
LAUA,2465,E06000016,Leicester UA,73680,21160,12610,4670,2070,950,540,70,..,115750
LAUA,3060,E06000018,Nottingham UA,81410,17690,11980,4860,2020,920,680,130,..,119700
LAUA,2470,E06000017,Rutland UA,1300,3710,2570,1900,1960,1220,960,120,..,13730
CTYMET,N/A,E10000007,Derbyshire,125260,71860,51120,32360,18680,9910,6400,530,..,316110
LAUA,1005,E07000032,Amber Valley,20320,11000,8790,5120,2450,1310,1270,110,..,50360
LAUA,1010,E07000033,Bolsover,20820,4750,3230,1690,710,330,100,20,..,31650
LAUA,1015,E07000034,Chesterfield,25550,9170,5360,3020,1300,450,190,20,..,45070
LAUA,1045,E07000035,Derbyshire Dales,3070,6490,6750,5050,4300,2690,1990,130,..,30470
LAUA,1025,E07000036,Erewash,20060,12420,6960,4530,1890,710,450,40,..,47060
LAUA,1030,E07000037,High Peak,7290,12000,8110,4000,3060,1730,830,60,..,37080
LAUA,1035,E07000038,North East Derbyshire,18080,8000,6620,4260,2470,1240,790,70,..,41520
LAUA,1040,E07000039,South Derbyshire,10060,8020,5300,4700,2500,1460,780,80,..,32900
CTYMET,N/A,E10000018,Leicestershire,42140,73240,58220,34460,21790,9760,6050,600,..,246260
LAUA,2405,E07000129,Blaby,4170,13090,8640,5410,3220,1000,410,20,..,35960
LAUA,2410,E07000130,Charnwood,10760,17030,16200,8240,4990,2280,1460,160,..,61130
LAUA,2415,E07000131,Harborough,3750,6630,6770,4650,4290,2350,1680,190,..,30310
LAUA,2420,E07000132,Hinckley and Bosworth,7190,13440,9720,5800,3080,1500,710,60,..,41490
LAUA,2430,E07000133,Melton,3220,6100,3620,2990,2060,1140,680,80,..,19890
LAUA,2435,E07000134,North West Leicestershire,9500,11520,6160,4510,2500,1070,680,30,..,35960
LAUA,2440,E07000135,Oadby and Wigston,3550,5440,7120,2860,1650,420,430,60,..,21530
CTYMET,N/A,E10000019,Lincolnshire,113870,60040,57790,25970,12320,5220,2420,340,..,277970
LAUA,2505,E07000136,Boston,12570,5090,5090,1350,460,160,70,10,..,24810
LAUA,2510,E07000137,East Lindsey,23190,11410,14870,4930,2400,850,470,50,..,58160
LAUA,2515,E07000138,Lincoln,23590,7170,3920,1740,710,280,120,50,..,37560
LAUA,2520,E07000139,North Kesteven,11280,10390,10040,4050,1760,810,350,60,..,38740
LAUA,2525,E07000140,South Holland,13480,7060,8270,2540,980,220,80,10,..,32640
LAUA,2530,E07000141,South Kesteven,16290,12180,9340,7270,3860,1890,840,100,..,51770
LAUA,2535,E07000142,West Lindsey,13470,6740,6270,4090,2160,1020,490,60,..,34300
CTYMET,N/A,E10000021,Northamptonshire,77190,67260,51410,28940,18710,9610,6150,480,..,259750
LAUA,2805,E07000150,Corby,13530,5000,1470,1500,570,120,100,10,..,22300
LAUA,2810,E07000151,Daventry,3380,7150,6510,4360,3210,2030,1820,90,..,28550
LAUA,2815,E07000152,East Northamptonshire,8780,9070,4670,3530,2600,1430,970,100,..,31130
LAUA,2820,E07000153,Kettering,11630,10220,6530,3650,1930,800,380,50,..,35180
LAUA,2825,E07000154,Northampton,28680,19300,18350,8250,4440,1750,850,50,..,81670
LAUA,2830,E07000155,South Northamptonshire,1740,7600,8090,4630,4310,2820,1720,160,..,31060
LAUA,2835,E07000156,Wellingborough,9440,8930,5790,3020,1660,670,320,30,..,29860
CTYMET,N/A,E10000024,Nottinghamshire,132550,66440,53430,34260,18380,8600,5010,400,..,319070
LAUA,3005,E07000170,Ashfield,27550,9120,6650,2610,760,290,100,20,..,47100
LAUA,3010,E07000171,Bassetlaw,25100,6700,5230,4780,2190,1010,580,60,..,45650
LAUA,3015,E07000172,Broxtowe,14830,12360,10210,5600,2320,720,410,20,..,46460
LAUA,3020,E07000173,Gedling,13590,13700,9020,6060,3280,1160,690,80,..,47570
LAUA,3025,E07000174,Mansfield,26080,8380,5310,2610,1140,300,130,10,..,43950
LAUA,3030,E07000175,Newark and Sherwood,20460,6900,7240,4380,2910,1870,1050,100,..,44910
LAUA,3040,E07000176,Rushcliffe,4950,9280,9760,8230,5800,3250,2060,110,..,43430
REGL,N/A,E12000005,WEST MIDLANDS,735050,552740,419610,229360,140980,76220,46540,4710,..,2205210
LAUA,1850,E06000019,"Herefordshire, County of UA",11260,17360,14800,11720,9700,5330,2940,180,..,73290
LAUA,3245,E06000051,Shropshire UA,22720,31680,25720,17090,12300,6510,3670,300,..,119990
LAUA,3455,E06000021,Stoke-on-Trent UA,68970,20300,12820,3240,1330,320,90,50,..,107120
LAUA,3240,E06000020,Telford and Wrekin UA,24980,16640,8570,6260,3260,1440,710,50,..,61900
CTYMET,N/A,E10000028,Staffordshire,93850,81270,70030,39490,24950,13440,8140,800,..,331970
LAUA,3405,E07000192,Cannock Chase,13160,12010,6630,3540,1330,470,250,20,..,37400
LAUA,3410,E07000193,East Staffordshire,16730,8890,7210,4470,3160,1680,910,80,..,43130
LAUA,3415,E07000194,Lichfield,5340,8750,9180,5430,4050,2600,2040,320,..,37690
LAUA,3420,E07000195,Newcastle-under-Lyme,23470,9420,10210,3750,2290,1500,760,40,..,51430
LAUA,3430,E07000196,South Staffordshire,6330,9820,10260,6480,4480,2660,2090,190,..,42300
LAUA,3425,E07000197,Stafford,11130,12050,11650,7490,4690,2560,1290,120,..,50970
LAUA,3435,E07000198,Staffordshire Moorlands,8930,9820,10030,5400,3560,1620,730,30,..,40100
LAUA,3445,E07000199,Tamworth,8770,10510,4880,2940,1390,360,90,-,..,28940
CTYMET,N/A,E10000031,Warwickshire,39750,44020,54260,32590,19640,11710,8970,1180,..,212130
LAUA,3705,E07000218,North Warwickshire,6050,6590,5500,3450,1990,1120,650,60,..,25410
LAUA,3710,E07000219,Nuneaton and Bedworth,18830,11310,10830,5620,1700,460,130,10,..,48890
LAUA,3715,E07000220,Rugby,7510,9580,9480,4480,3050,1810,1090,80,..,37070
LAUA,3720,E07000221,Stratford-on-Avon,3250,6400,13980,8330,7490,4280,3960,660,..,48350
LAUA,3725,E07000222,Warwick,4120,10140,14470,10710,5410,4040,3140,370,..,52410
CTYMET,N/A,E11000005,West Midlands (Met County),437950,284370,180980,85910,45670,23640,13110,1470,..,1073110
LAUA,4605,E08000025,Birmingham,164300,116850,65860,29230,15770,7140,5040,780,..,404960
LAUA,4610,E08000026,Coventry,54130,37230,20210,7680,3750,1950,1080,150,..,126190
LAUA,4615,E08000027,Dudley,41090,35370,27670,14790,5940,2190,880,100,..,128020
LAUA,4620,E08000028,Sandwell,58850,39660,16760,4880,1870,450,50,30,..,122560
LAUA,4625,E08000029,Solihull,13850,10460,19750,14890,10660,8220,4510,260,..,82600
LAUA,4630,E08000030,Walsall,50180,23530,15900,8690,4950,2060,660,50,..,106010
LAUA,4635,E08000031,Wolverhampton,55550,21290,14840,5750,2730,1640,880,100,..,102780
CTYMET,N/A,E10000034,Worcestershire,35560,57100,52430,33050,24140,13830,8920,690,..,225700
LAUA,1805,E07000234,Bromsgrove,3020,6520,7850,6900,5670,2890,2230,230,..,35310
LAUA,1860,E07000235,Malvern Hills,3450,6600,6810,5130,4300,2920,1820,120,..,31160
LAUA,1825,E07000236,Redditch,6890,10840,6500,3680,2640,860,320,20,..,31750
LAUA,1835,E07000237,Worcester,7430,13050,10170,4590,2800,1100,340,10,..,39480
LAUA,1840,E07000238,Wychavon,5340,9930,10690,7240,5840,4560,3190,200,..,47000
LAUA,1845,E07000239,Wyre Forest,9420,10150,10410,5510,2900,1500,1010,100,..,41010
REGL,N/A,E12000006,EAST,334120,491020,608410,389870,233170,125710,86420,10180,..,2278900
LAUA,0235,E06000055,Bedford UA,8360,15310,15180,8260,6450,3920,2080,170,..,59730
LAUA,0240,E06000056,Central Bedfordshire UA,8550,19890,28290,17010,12140,6320,3380,250,..,95830
LAUA,0230,E06000032,Luton UA,13700,25200,21460,7300,3250,1000,250,20,..,72170
LAUA,0540,E06000031,Peterborough UA,31830,15820,10620,4710,2780,1340,680,50,..,67820
LAUA,1590,E06000033,Southend-on-Sea UA,15620,14620,21680,11790,6230,3350,1450,100,..,74840
LAUA,1595,E06000034,Thurrock UA,7070,11940,23660,9060,3530,1480,550,40,..,57330
CTYMET,N/A,E10000003,Cambridgeshire,32900,49050,61420,35800,24850,12770,7780,880,..,225450
LAUA,0505,E07000008,Cambridge,2610,8070,16070,7400,4120,2640,2560,380,..,43840
LAUA,0510,E07000009,East Cambridgeshire,3550,9050,5920,5390,3260,1300,530,70,..,29070
LAUA,0515,E07000010,Fenland,14520,9620,7250,3180,1210,280,140,20,..,36210
LAUA,0520,E07000011,Huntingdonshire,10250,16900,15640,9830,7180,2770,1300,120,..,63980
LAUA,0530,E07000012,South Cambridgeshire,1960,5410,16550,10000,9090,5780,3260,300,..,52350
CTYMET,N/A,E10000012,Essex,48280,100280,169160,106150,63710,35650,24280,2700,..,550210
LAUA,1505,E07000066,Basildon,9140,14580,21460,12670,6540,4020,1610,80,..,70110
LAUA,1510,E07000067,Braintree,5150,13890,17070,7060,5870,3100,1810,200,..,54140
