geography,ba_code,ecode,area_name,band_a,band_b,band_c,band_d,band_e,band_f,band_g,band_h,band_i,all_properties
LAUA,4235,E08000007,Stockport,30550,26650,27510,18700,12390,5900,3210,160,..,125080
LAUA,4240,E08000008,Tameside,51800,17530,18160,6030,3230,830,360,40,..,97980
LAUA,4245,E08000009,Trafford,18660,20330,25600,14470,7470,4290,4130,870,..,95820
LAUA,4250,E08000010,Wigan,66230,30170,22370,11200,5440,1710,550,50,..,137730
CTYMET,N/A,E10000017,Lancashire,194830,98910,95410,61830,36680,17370,9990,740,..,515760
LAUA,2315,E07000117,Burnley,25280,4730,6080,2740,1270,330,140,20,..,40590
LAUA,2320,E07000118,Chorley,14170,10050,8520,5750,4200,1680,730,60,..,45170
LAUA,2325,E07000119,Fylde,6480,5850,8480,6680,4360,2360,1480,80,..,35770
LAUA,2330,E07000120,Hyndburn,21560,5100,5570,2750,890,270,170,20,..,36320
LAUA,2335,E07000121,Lancaster,21410,15380,11600,6000,3710,1830,830,70,..,60820
LAUA,2340,E07000122,Pendle,24850,4400,4200,2980,1720,950,520,40,..,39670
LAUA,2345,E07000123,Preston,27110,11730,9490,6280,2510,1210,890,50,..,59260
LAUA,2350,E07000124,Ribble Valley,3380,4690,4750,4430,3250,2020,1860,190,..,24570
LAUA,2355,E07000125,Rossendale,15750,4700,3820,3210,1830,640,430,40,..,30420
LAUA,2360,E07000126,South Ribble,9730,12270,11760,7310,3780,1460,470,20,..,46800
LAUA,2365,E07000127,West Lancashire,14310,8510,9300,6560,4570,2390,1500,80,..,47210
LAUA,2370,E07000128,Wyre,10810,11500,11840,7150,4610,2240,970,70,..,49190
CTYMET,N/A,E11000002,Merseyside (Met County),302380,120480,104700,50790,25370,12060,8250,670,..,624700
LAUA,4305,E08000011,Knowsley,36960,12950,8740,3860,1460,270,130,20,..,64380
LAUA,4310,E08000012,Liverpool,132020,34260,24860,12940,4780,2190,1610,130,..,212780
LAUA,4320,E08000014,Sefton,38770,25870,29840,14810,8040,3810,2810,230,..,124180
LAUA,4315,E08000013,St. Helens,36170,16750,14280,6270,3050,1510,590,30,..,78630
LAUA,4325,E08000015,Wirral,58460,30650,26980,12920,8040,4300,3110,260,..,144730
REGL,N/A,E12000003,YORKSHIRE AND THE HUMBER,1011010,449700,376110,210010,131160,62970,36400,3140,..,2280490
LAUA,2001,E06000011,East Riding of Yorkshire UA,38930,34090,29090,22330,14190,6140,2920,230,..,147930
LAUA,2004,E06000010,"Kingston upon Hull, City of UA",81500,20950,9030,3430,970,240,70,40,..,116220
LAUA,2002,E06000012,North East Lincolnshire UA,38730,16430,8320,4550,1760,650,410,40,..,70890
LAUA,2003,E06000013,North Lincolnshire UA,34720,14070,10580,6980,3370,1290,460,20,..,71490
LAUA,2741,E06000014,York UA,10560,24170,25240,12380,6980,3100,1470,100,..,83980
CTYMET,N/A,E10000023,North Yorkshire,44080,58940,61090,40010,31820,19130,12500,1150,..,268730
LAUA,2705,E07000163,Craven,4060,5670,5730,3900,3050,1920,1270,110,..,25720
LAUA,2710,E07000164,Hambleton,3380,8080,8790,6410,5700,3730,2360,160,..,38600
LAUA,2715,E07000165,Harrogate,7760,13190,16590,10350,9100,6070,5380,590,..,69030
LAUA,2720,E07000166,Richmondshire,3240,4640,5150,3290,3030,1560,810,100,..,21810
LAUA,2725,E07000167,Ryedale,2190,5770,5440,3970,3140,1920,1130,100,..,23650
LAUA,2730,E07000168,Scarborough,15150,14190,12260,6920,3880,1670,690,40,..,54810
LAUA,2735,E07000169,Selby,8290,7400,7130,5170,3930,2260,870,50,..,35120
CTYMET,N/A,E11000003,South Yorkshire (Met County),342610,94870,67420,38840,19640,8400,4400,350,..,576520
LAUA,4405,E08000016,Barnsley,62990,15780,11400,7700,3220,1250,580,30,..,102940
LAUA,4410,E08000017,Doncaster,78270,22820,13870,8320,3980,1630,700,110,..,129690
LAUA,4415,E08000018,Rotherham,62000,20690,13810,8050,4040,1570,560,50,..,110770
LAUA,4420,E08000019,Sheffield,139350,35580,28350,14770,8390,3960,2570,160,..,233120
CTYMET,N/A,E11000006,West Yorkshire (Met County),419870,186190,165340,81480,52440,24030,14160,1200,..,944720
LAUA,4705,E08000032,Bradford,88270,42340,37500,16440,11290,5410,3480,300,..,205030
LAUA,4710,E08000033,Calderdale,43810,17320,14660,6890,4910,2630,1200,40,..,91460
LAUA,4715,E08000034,Kirklees,80320,32100,30110,15320,10790,4700,1940,130,..,175400
LAUA,4720,E08000035,Leeds,131140,68300,62980,30610,19140,9260,6460,650,..,328530
LAUA,4725,E08000036,Wakefield,76340,26140,20090,12230,6310,2030,1080,90,..,144300
REGL,N/A,E12000004,EAST MIDLANDS,730230,430970,345800,205210,120960,58730,33550,2930,..,1928380
LAUA,1055,E06000015,Derby UA,54750,19280,15440,8110,4070,2160,600,40,..,104440
LAUA,2465,E06000016,Leicester UA,74800,23610,14660,6080,2870,1300,590,60,..,123990
LAUA,3060,E06000018,Nottingham UA,84230,20810,14550,6190,2250,970,680,110,..,129790
LAUA,2470,E06000017,Rutland UA,1530,4030,2820,2220,2180,1490,1190,140,..,15590
CTYMET,N/A,E10000007,Derbyshire,129860,75580,55870,36890,21920,11180,6720,510,..,338530
LAUA,1005,E07000032,Amber Valley,21240,11260,9650,5780,2850,1460,1320,110,..,53670
LAUA,1010,E07000033,Bolsover,21260,5160,3730,2130,860,440,120,20,..,33710
LAUA,1015,E07000034,Chesterfield,26300,9730,5950,3550,1750,500,210,20,..,48000
LAUA,1045,E07000035,Derbyshire Dales,3380,6720,7030,5390,4640,2880,2070,130,..,32230
LAUA,1025,E07000036,Erewash,20570,12950,7340,4880,2090,750,480,40,..,49090
LAUA,1030,E07000037,High Peak,8150,12470,8490,4540,3590,2010,830,50,..,40120
LAUA,1035,E07000038,North East Derbyshire,18300,8480,7170,4590,2760,1360,820,60,..,43540
LAUA,1040,E07000039,South Derbyshire,10670,8820,6520,6030,3390,1790,880,80,..,38180
CTYMET,N/A,E10000018,Leicestershire,44740,78570,60670,38720,25610,12020,7620,720,..,268650
LAUA,2405,E07000129,Blaby,4370,13870,9060,5970,3610,1170,470,30,..,38560
LAUA,2410,E07000130,Charnwood,11680,18740,16880,9060,5710,2740,1770,190,..,66780
LAUA,2415,E07000131,Harborough,3990,7310,7090,5430,5320,3080,2260,220,..,34690
LAUA,2420,E07000132,Hinckley and Bosworth,7920,14180,10200,6590,3630,1880,940,70,..,45390
LAUA,2430,E07000133,Melton,3400,6450,3670,3260,2230,1290,880,90,..,21260
LAUA,2435,E07000134,North West Leicestershire,9660,12280,6670,5410,3300,1320,860,50,..,39530
LAUA,2440,E07000135,Oadby and Wigston,3720,5740,7100,3020,1820,530,450,70,..,22440
CTYMET,N/A,E10000019,Lincolnshire,121950,66410,64540,33220,17570,7050,2710,340,..,313800
LAUA,2505,E07000136,Boston,13360,5580,5760,1840,710,200,80,10,..,27540
LAUA,2510,E07000137,East Lindsey,25180,12920,15710,5920,3000,1040,510,60,..,64340
LAUA,2515,E07000138,Lincoln,24870,8050,4510,2320,1130,330,120,50,..,41380
LAUA,2520,E07000139,North Kesteven,12200,11560,11880,5660,2850,1330,420,60,..,45960
LAUA,2525,E07000140,South Holland,14240,7940,9360,3840,1660,340,100,10,..,37490
LAUA,2530,E07000141,South Kesteven,17420,12950,10220,8350,5020,2520,1000,90,..,57580
LAUA,2535,E07000142,West Lindsey,14690,7420,7090,5280,3200,1300,490,60,..,39520
CTYMET,N/A,E10000021,Northamptonshire,80810,72150,59010,35080,23520,12500,7750,580,..,291410
LAUA,2805,E07000150,Corby,13710,5230,2470,2130,920,240,140,20,..,24860
LAUA,2810,E07000151,Daventry,3560,8060,7070,4860,3940,2470,2090,120,..,32150
LAUA,2815,E07000152,East Northamptonshire,9120,9900,5710,4720,3490,2130,1300,120,..,36470
LAUA,2820,E07000153,Kettering,12560,11170,7530,4510,2660,1200,610,50,..,40290
LAUA,2825,E07000154,Northampton,29750,20500,21160,9740,5230,2230,1150,70,..,89830
LAUA,2830,E07000155,South Northamptonshire,1890,8170,8760,5580,5270,3480,2070,170,..,35400
LAUA,2835,E07000156,Wellingborough,10230,9130,6320,3530,2010,770,400,30,..,32410
CTYMET,N/A,E10000024,Nottinghamshire,137570,70530,58230,38720,20970,10070,5680,430,..,342190
LAUA,3005,E07000170,Ashfield,28290,10320,7610,3380,990,370,120,20,..,51100
LAUA,3010,E07000171,Bassetlaw,25760,7260,5960,5620,2790,1290,650,60,..,49390
LAUA,3015,E07000172,Broxtowe,15630,12630,10670,5830,2500,730,430,20,..,48450
LAUA,3020,E07000173,Gedling,14280,14230,9640,6240,3440,1240,770,80,..,49910
LAUA,3025,E07000174,Mansfield,26250,9040,6090,3470,1390,350,160,20,..,46770
LAUA,3030,E07000175,Newark and Sherwood,21390,7630,8020,5430,3760,2410,1330,120,..,50090
LAUA,3040,E07000176,Rushcliffe,5970,9410,10250,8740,6100,3680,2210,110,..,46470
REGL,N/A,E12000005,WEST MIDLANDS,735450,584450,447940,257190,161930,87410,53620,5240,..,2333240
LAUA,1850,E06000019,"Herefordshire, County of UA",12120,18570,15800,12700,10830,6210,3410,180,..,79800
LAUA,3245,E06000051,Shropshire UA,24880,33390,27170,18920,14000,7410,4210,330,..,130300
LAUA,3455,E06000021,Stoke-on-Trent UA,69380,22030,14140,4400,1640,460,110,50,..,112210
LAUA,3240,E06000020,Telford and Wrekin UA,25630,17660,9680,7340,4210,1900,970,50,..,67430
CTYMET,N/A,E10000028,Staffordshire,97200,86400,74090,44960,28860,15940,9240,880,..,357570
LAUA,3405,E07000192,Cannock Chase,13710,12730,7350,4530,1670,560,260,20,..,40830
LAUA,3410,E07000193,East Staffordshire,17170,9990,7630,5510,3880,2000,1080,90,..,47340
LAUA,3415,E07000194,Lichfield,5580,9920,10000,6050,4620,3270,2440,380,..,42250
LAUA,3420,E07000195,Newcastle-under-Lyme,23800,9660,10540,4200,2540,1660,870,40,..,53300
LAUA,3430,E07000196,South Staffordshire,6640,10030,10630,6830,4940,3130,2290,200,..,44690
LAUA,3425,E07000197,Stafford,11710,12600,12430,8450,5520,3080,1500,110,..,55400
LAUA,3435,E07000198,Staffordshire Moorlands,9340,10090,10380,5980,4090,1850,750,40,..,42500
LAUA,3445,E07000199,Tamworth,9260,11370,5140,3410,1620,400,60,-,..,31260
CTYMET,N/A,E10000031,Warwickshire,41730,48140,58570,36670,23190,13850,10590,1340,..,234080
LAUA,3705,E07000218,North Warwickshire,6340,6780,5670,3650,2120,1180,690,70,..,26510
LAUA,3710,E07000219,Nuneaton and Bedworth,19640,12250,11760,6650,2160,570,140,20,..,53190
LAUA,3715,E07000220,Rugby,8020,10710,10020,5360,3900,2400,1440,100,..,41950
LAUA,3720,E07000221,Stratford-on-Avon,3150,7370,15030,9030,8490,4950,4620,760,..,53400
LAUA,3725,E07000222,Warwick,4570,11030,16080,11990,6510,4750,3710,400,..,59040
CTYMET,N/A,E11000005,West Midlands (Met County),425900,297930,193250,96780,52180,25750,14740,1610,..,1108140
LAUA,4605,E08000025,Birmingham,155640,122180,71240,34630,19500,8340,5650,830,..,418010
LAUA,4610,E08000026,Coventry,54190,39050,21370,8370,4200,2150,1350,160,..,130840
LAUA,4615,E08000027,Dudley,41450,36830,28570,15510,6320,2280,960,130,..,132020
LAUA,4620,E08000028,Sandwell,56430,41440,18700,6440,2630,490,50,30,..,126210
LAUA,4625,E08000029,Solihull,14100,11080,21110,15930,11340,8600,5120,300,..,87580
LAUA,4630,E08000030,Walsall,49040,24850,16750,9740,5310,2270,720,60,..,108740
LAUA,4635,E08000031,Wolverhampton,55050,22510,15510,6160,2880,1620,880,120,..,104740
CTYMET,N/A,E10000034,Worcestershire,38610,60330,55250,35430,27030,15900,10360,810,..,243700
LAUA,1805,E07000234,Bromsgrove,3230,7010,8330,7460,6520,3280,2570,310,..,38710
LAUA,1860,E07000235,Malvern Hills,3660,6700,7060,5260,4560,3260,2170,130,..,32790
LAUA,1825,E07000236,Redditch,7370,11470,7120,4170,3090,1110,410,20,..,34760
LAUA,1835,E07000237,Worcester,7850,13930,10690,4980,3120,1270,370,10,..,42220
LAUA,1840,E07000238,Wychavon,5840,10430,11260,7600,6570,5330,3710,210,..,50940
LAUA,1845,E07000239,Wyre Forest,10660,10790,10800,5950,3180,1640,1130,130,..,44290
REGL,N/A,E12000006,EAST,353620,524400,648640,431410,261920,142400,96640,11800,..,2470820
LAUA,0235,E06000055,Bedford UA,9070,16160,16200,9170,7030,4450,2590,210,..,64860
LAUA,0240,E06000056,Central Bedfordshire UA,9040,21420,30440,19350,13770,7240,4240,320,..,105820
LAUA,0230,E06000032,Luton UA,15460,25880,21930,7540,3380,1040,260,30,..,75510
LAUA,0540,E06000031,Peterborough UA,32790,17280,11750,6340,3850,1680,820,60,..,74570
LAUA,1590,E06000033,Southend-on-Sea UA,16060,14970,22670,12300,6470,3470,1480,110,..,77530
LAUA,1595,E06000034,Thurrock UA,7300,12610,25680,10930,4270,2000,790,40,..,63620
CTYMET,N/A,E10000003,Cambridgeshire,35700,54510,67360,40610,29080,15350,8940,1010,..,252550
LAUA,0505,E07000008,Cambridge,2710,9010,17120,8110,4660,2970,2760,430,..,47760
LAUA,0510,E07000009,East Cambridgeshire,4070,10170,7050,6450,4100,1820,610,80,..,34340
LAUA,0515,E07000010,Fenland,15710,11070,8090,4060,1850,470,150,20,..,41400
LAUA,0520,E07000011,Huntingdonshire,10850,17940,16690,10910,8170,3290,1610,140,..,69590
LAUA,0530,E07000012,South Cambridgeshire,2360,6330,18420,11080,10310,6800,3820,340,..,59470
CTYMET,N/A,E10000012,Essex,50820,107470,176760,115690,70430,40300,27240,3120,..,591840
LAUA,1505,E07000066,Basildon,8950,14920,22630,13650,7040,4340,1840,130,..,73480
LAUA,1510,E07000067,Braintree,5670,15540,18130,8650,6710,3850,2100,200,..,60840
LAUA,1515,E07000068,Brentwood,550,2680,6240,7870,5500,4310,3720,490,..,31350
LAUA,1520,E07000069,Castle Point,2050,6130,13530,8400,4240,1730,580,60,..,36730
LAUA,1525,E07000070,Chelmsford,4450,9420,21320,15890,9760,5230,3570,330,..,69960
LAUA,1530,E07000071,Colchester,8610,19350,18660,12590,7360,3570,2230,150,..,72520
LAUA,1535,E07000072,Epping Forest,1620,4670,11050,13510,9080,6540,5750,1070,..,53300
LAUA,1540,E07000073,Harlow,2180,7430,18300,4000,2000,820,380,10,..,35110
LAUA,1545,E07000074,Maldon,2210,3530,7640,4940,4180,2560,1320,150,..,26520
LAUA,1550,E07000075,Rochford,1340,3400,11380,10160,4720,2110,1100,80,..,34280
LAUA,1560,E07000076,Tendring,12220,16930,20340,10080,4630,1580,780,80,..,66640
LAUA,1570,E07000077,Uttlesford,990,3470,7530,5970,5220,3670,3890,380,..,31120
CTYMET,N/A,E10000015,Hertfordshire,9970,46710,128060,116090,70930,42830,36760,5700,..,457040
LAUA,1905,E07000095,Broxbourne,440,3390,8650,13890,7130,2700,2010,170,..,38380
LAUA,1910,E07000096,Dacorum,1140,7760,17960,14220,8150,5230,4570,650,..,59670
LAUA,1915,E07000242,East Hertfordshire,770,5570,13990,14190,9960,6860,5010,700,..,57040
LAUA,1920,E07000098,Hertsmere,520,2820,6180,13330,8530,3990,4320,850,..,40530
LAUA,1925,E07000099,North Hertfordshire,3150,8170,18540,9410,6740,4330,3050,290,..,53680
LAUA,1930,E07000240,St Albans,870,2880,8670,15460,12350,8620,7040,1040,..,56920
LAUA,1935,E07000243,Stevenage,1390,5750,20460,3120,2640,890,410,10,..,34670
LAUA,1940,E07000102,Three Rivers,760,2010,6170,9520,7120,3890,4880,1350,..,35710
LAUA,1945,E07000103,Watford,300,3700,12630,11560,3360,2050,1780,70,..,35440
LAUA,1950,E07000241,Welwyn Hatfield,630,4660,14820,11380,4960,4260,3710,580,..,45010
CTYMET,N/A,E10000020,Norfolk,103440,108400,84700,48770,26270,11230,5570,520,..,388910
LAUA,2605,E07000143,Breckland,14460,15970,12800,6730,3720,1370,660,60,..,55750
LAUA,2610,E07000144,Broadland,4210,14050,19760,8850,4400,1920,740,90,..,54020
LAUA,2615,E07000145,Great Yarmouth,19430,11730,8060,3800,1660,520,250,10,..,45450
LAUA,2635,E07000146,King's Lynn and West Norfolk,22770,16320,12800,8560,4360,2200,960,100,..,68070
LAUA,2620,E07000147,North Norfolk,10960,13800,10980,8460,4460,2060,1000,80,..,51810
LAUA,2625,E07000148,Norwich,25910,21580,7430,3250,2050,760,620,70,..,61670
LAUA,2630,E07000149,South Norfolk,5700,14960,12870,9120,5620,2410,1350,110,..,52150
CTYMET,N/A,E10000029,Suffolk,63980,98980,63100,44610,26450,12810,7940,680,..,318560
LAUA,3505,E07000200,Babergh,4380,11190,7830,6880,3950,2050,1560,180,..,38020
LAUA,3540,E07000244,East Suffolk,25840,29170,21580,16860,10180,4780,2700,210,..,111320
LAUA,3515,E07000202,Ipswich,17650,21340,10680,4030,2040,880,320,10,..,56950
LAUA,3520,E07000203,Mid Suffolk,4990,10970,8810,6500,4750,2610,1500,100,..,40240
LAUA,3545,E07000245,West Suffolk,11130,26310,14200,10330,5530,2490,1860,180,..,72020
REGL,N/A,E12000007,LONDON,112440,445200,883820,834400,498740,249740,201040,56220,..,3281600
CTYMET,N/A,E13000001,Inner London,57990,248560,370730,287420,169320,101850,101050,39840,..,1376740
LAUA,5210,E09000007,Camden,2880,10280,19160,24060,16520,10380,11670,4060,..,99020
LAUA,5030,E09000001,City of London,10,240,660,800,2190,960,870,110,..,5840
LAUA,5360,E09000012,Hackney,4930,31170,29850,16450,9040,3950,1100,40,..,96530
LAUA,5390,E09000013,Hammersmith and Fulham,3070,5400,13700,22660,14200,8860,10480,1950,..,80330
LAUA,5420,E09000014,Haringey,5560,16800,31100,25520,10850,5380,4610,630,..,100440
LAUA,5570,E09000019,Islington,2130,5750,28210,28660,14120,7270,6460,850,..,93440
LAUA,5600,E09000020,Kensington and Chelsea,1020,3410,9060,13390,13190,11880,19840,14300,..,86080
LAUA,5660,E09000022,Lambeth,4720,32090,37440,26980,13010,8540,5270,610,..,128660
LAUA,5690,E09000023,Lewisham,6970,31280,40300,25100,7200,2770,1290,170,..,115080
LAUA,5750,E09000025,Newham,4960,30920,45610,15320,2790,650,110,20,..,100370
LAUA,5840,E09000028,Southwark,12470,37210,32200,18890,12050,5370,3790,500,..,122470
LAUA,5900,E09000030,Tower Hamlets,1570,25490,32410,17240,13300,6250,2530,410,..,99190
LAUA,5960,E09000032,Wandsworth,6070,11920,35200,30350,19470,13510,11740,2320,..,130580
LAUA,5990,E09000033,Westminster,1620,6600,15830,22000,21410,16080,21310,13870,..,118720
CTYMET,N/A,E13000002,Outer London,54460,196640,513090,546980,329420,147900,99990,16380,..,1904850
LAUA,5060,E09000002,Barking and Dagenham,7070,10520,42220,8150,1690,320,50,20,..,70030
LAUA,5090,E09000003,Barnet,1880,9050,26290,30720,29580,18770,15530,3810,..,135620
LAUA,5120,E09000004,Bexley,4820,9830,27740,26320,19260,4590,1670,50,..,94280
LAUA,5150,E09000005,Brent,2540,11540,31910,30120,21630,6170,3330,260,..,107500
LAUA,5180,E09000006,Bromley,1750,9530,27260,34590,28470,17290,13260,1150,..,133300
LAUA,5240,E09000008,Croydon,1990,19520,42780,36800,21350,11450,7370,620,..,141870
LAUA,5270,E09000009,Ealing,2720,12330,29530,41670,22030,9510,6660,920,..,125360
LAUA,5300,E09000010,Enfield,4900,10870,32170,35460,20620,8850,5810,830,..,119500
LAUA,5330,E09000011,Greenwich,11510,18390,36170,19990,10110,2800,1870,320,..,101150
LAUA,5450,E09000015,Harrow,280,3160,17700,27010,21700,7610,6020,1130,..,84610
LAUA,5480,E09000016,Havering,5470,10030,24710,34120,14930,6170,3030,270,..,98730
LAUA,5510,E09000017,Hillingdon,680,5400,21010,43830,17420,9260,4510,380,..,102500
LAUA,5540,E09000018,Hounslow,1330,8370,23760,35600,14190,5240,3730,780,..,93010
LAUA,5630,E09000021,Kingston upon Thames,220,2730,14230,19610,14300,7740,3950,890,..,63680
LAUA,5720,E09000024,Merton,1050,7830,20400,26820,12990,4850,3890,1500,..,79330
LAUA,5780,E09000026,Redbridge,1580,11600,24440,30950,19370,7230,3070,190,..,98430
LAUA,5810,E09000027,Richmond upon Thames,520,2030,12040,19640,19650,11510,12200,3010,..,80590
LAUA,5870,E09000029,Sutton,720,6570,25510,23370,12040,6730,3620,250,..,78790
LAUA,5930,E09000031,Waltham Forest,3450,27360,33220,22200,8110,1790,430,30,..,96580
REGL,N/A,E12000008,SOUTH EAST,316410,596510,930370,723080,480780,290690,232580,32350,..,3602770
LAUA,0335,E06000036,Bracknell Forest UA,1740,4070,17150,8390,7470,4390,2060,250,..,45500
LAUA,1445,E06000043,Brighton and Hove UA,26020,27760,33100,18890,10780,4360,2620,170,..,123700
LAUA,N/A,E06000060,Buckinghamshire UA,5170,21210,44860,40070,32180,25700,27910,4910,..,202000
LAUA,0405,E07000004,Aylesbury Vale,2820,11390,19820,11850,10070,7300,5650,370,..,69260
LAUA,0415,E07000005,Chiltern,640,1930,5300,6550,6500,6560,8810,1750,..,38040
LAUA,0410,E07000006,South Bucks,580,870,3390,5460,4920,3250,6750,1850,..,27060
LAUA,0425,E07000007,Wycombe,1130,7020,16350,16210,10680,8590,6710,940,..,67640
LAUA,2100,E06000046,Isle of Wight UA,9550,16750,16180,12750,6850,2920,1410,130,..,66550
LAUA,2280,E06000035,Medway UA,10610,36870,31950,15890,7770,3250,1190,70,..,107590
LAUA,0435,E06000042,Milton Keynes UA,15230,26880,26100,11600,9410,4860,2620,130,..,96830
LAUA,1775,E06000044,Portsmouth UA,23960,29600,20940,5650,3520,1640,680,60,..,86030
LAUA,0345,E06000038,Reading UA,5310,13040,26510,9560,5070,3160,1740,80,..,64470
LAUA,0350,E06000039,Slough UA,1120,9210,20810,11940,3930,1550,310,10,..,48860
LAUA,1780,E06000045,Southampton UA,30130,32110,21800,9190,3000,1350,460,30,..,98070
LAUA,0340,E06000037,West Berkshire UA,2230,6000,18180,16480,9880,6290,3940,610,..,63610
LAUA,0355,E06000040,Windsor and Maidenhead UA,1670,3480,8710,15260,12610,7740,9090,1480,..,60040
LAUA,0360,E06000041,Wokingham UA,1660,3290,9210,17450,14290,9320,5710,430,..,61340
CTYMET,N/A,E10000011,East Sussex,34520,43730,55450,44660,29140,16270,12180,1430,..,237370
LAUA,1410,E07000061,Eastbourne,7920,12460,10560,8220,4410,2000,1060,80,..,46710
LAUA,1415,E07000062,Hastings,14110,11750,7160,5520,2170,780,190,50,..,41710
LAUA,1425,E07000063,Lewes,3980,5640,12750,9220,5480,2860,2200,220,..,42360
LAUA,1430,E07000064,Rother,4630,6860,9480,8820,7050,3620,2440,260,..,43160
LAUA,1435,E07000065,Wealden,3880,7020,15500,12880,10030,7010,6290,820,..,63440
CTYMET,N/A,E10000014,Hampshire,39190,93640,150840,108050,79690,45980,27480,3040,..,547890
LAUA,1705,E07000084,Basingstoke and Deane,2150,10850,23390,12030,9740,5810,2980,360,..,67290
LAUA,1710,E07000085,East Hampshire,2650,5020,11410,9760,8280,5610,4350,610,..,47690
LAUA,1715,E07000086,Eastleigh,4440,10160,16690,9170,6820,2820,990,20,..,51110
LAUA,1720,E07000087,Fareham,3140,6450,14850,9890,7660,3260,1370,100,..,46700
LAUA,1725,E07000088,Gosport,6310,12660,8540,4720,1870,1550,340,30,..,36010
LAUA,1730,E07000089,Hart,690,1820,8330,8160,7280,6340,3510,220,..,36340
LAUA,1735,E07000090,Havant,7900,13450,12120,9630,5430,2390,940,40,..,51890
LAUA,1740,E07000091,New Forest,6250,11520,17190,18960,13020,6560,4340,570,..,78400
LAUA,1750,E07000092,Rushmoor,1160,7800,14370,8120,3800,1100,310,40,..,36710
LAUA,1760,E07000093,Test Valley,2470,7860,12860,8860,7680,4420,3330,430,..,47910
LAUA,1765,E07000094,Winchester,2030,6050,11100,8760,8120,6140,5020,620,..,47830
