geography,ba_code,ecode,area_name,band_a,band_b,band_c,band_d,band_e,band_f,band_g,band_h,band_i,all_properties
ENGWAL,N/A,K04000001,ENGLAND AND WALES,6208070,5171280,5755600,4105070,2604740,1395670,929830,160540,5610,26336420
NATL,N/A,E92000001,ENGLAND,5996500,4867430,5438910,3869440,2408960,1276740,875870,147600,..,24881440
REGL,N/A,E12000001,NORTH EAST,666260,198830,187970,106580,56080,24320,13520,1500,..,1255060
LAUA,1355,E06000047,County Durham UA,143890,34900,31240,22120,10700,4190,2210,270,..,249510
LAUA,1350,E06000005,Darlington UA,22960,10860,7450,5570,3230,1290,600,50,..,52000
LAUA,0724,E06000001,Hartlepool UA,24000,7490,6340,3360,1790,760,550,90,..,44370
LAUA,0734,E06000002,Middlesbrough UA,33180,10950,11070,5300,2580,910,540,50,..,64570
LAUA,2935,E06000057,Northumberland UA,70600,25140,20580,17250,11340,7010,4330,550,..,156810
LAUA,0728,E06000003,Redcar and Cleveland UA,26810,13520,14320,5810,3440,980,400,30,..,65310
LAUA,0738,E06000004,Stockton-on-Tees UA,35140,17150,16180,9970,6050,2690,1410,120,..,88700
CTYMET,N/A,E11000007,Tyne and Wear (Met County),309700,78820,80810,37210,16950,6500,3490,320,..,533800
LAUA,4505,E08000037,Gateshead,56400,12900,15470,5740,2550,880,380,50,..,94360
LAUA,4510,E08000021,Newcastle upon Tyne,76970,20780,19550,9320,4990,2360,1770,140,..,135870
LAUA,4515,E08000022,North Tyneside,50400,15820,19600,8140,4240,1400,360,40,..,99990
LAUA,4520,E08000023,South Tyneside,45870,10270,8580,4740,1810,720,330,40,..,72370
LAUA,4525,E08000024,Sunderland,80050,19050,17620,9280,3360,1130,650,60,..,131210
REGL,N/A,E12000002,NORTH WEST,1363890,680890,591830,345930,203300,98920,63250,7030,..,3355050
LAUA,2372,E06000008,Blackburn with Darwen UA,35700,9520,8590,4570,2250,810,580,70,..,62080
LAUA,2373,E06000009,Blackpool UA,32050,21100,11330,4750,1920,580,250,30,..,72000
LAUA,0660,E06000049,Cheshire East UA,31070,37430,35650,26960,21620,14530,12630,1920,..,181810
LAUA,0665,E06000050,Cheshire West and Chester UA,34810,37890,31880,21730,16660,10080,7780,620,..,161430
