geography,ba_code,ecode,area_name,band_a,band_b,band_c,band_d,band_e,band_f,band_g,band_h,band_i,all_properties
LAUA,0650,E06000006,Halton UA,25530,10970,7720,4420,3240,930,330,40,..,53170
LAUA,0655,E06000007,Warrington UA,25890,17570,18110,10570,6350,4130,2480,180,..,85280
CTYMET,N/A,E10000006,Cumbria,91250,44510,38740,29140,17850,8250,4290,400,..,234430
LAUA,0905,E07000026,Allerdale,21910,6950,6680,4890,2710,1030,470,30,..,44660
LAUA,0910,E07000027,Barrow-in-Furness,19640,5460,4500,2210,910,240,70,10,..,33030
LAUA,0915,E07000028,Carlisle,21990,10910,6780,4910,2440,950,330,30,..,48330
LAUA,0920,E07000029,Copeland,19250,4280,3870,2890,1660,410,90,20,..,32460
LAUA,0925,E07000030,Eden,4050,6560,5060,4460,3070,1000,390,50,..,24630
LAUA,0930,E07000031,South Lakeland,4410,10350,11850,9780,7080,4630,2950,280,..,51330
CTYMET,N/A,E11000001,Greater Manchester (Met County),550850,209800,192970,100460,53230,22640,14470,1820,..,1146240
LAUA,4205,E08000001,Bolton,61990,19390,17490,9920,5070,2040,1750,230,..,117870
LAUA,4210,E08000002,Bury,29240,17340,16580,8680,5190,1750,1270,180,..,80230
LAUA,4215,E08000003,Manchester,130960,31380,26470,12100,4640,1890,750,100,..,208300
LAUA,4220,E08000004,Oldham,51160,15890,14870,6290,3040,1390,840,70,..,93550
LAUA,4225,E08000005,Rochdale,51390,13740,10930,7220,3960,1530,850,50,..,89670
LAUA,4230,E08000006,Salford,59060,19150,13870,6310,3130,1300,810,100,..,103740
LAUA,4235,E08000007,Stockport,30500,26380,27310,18570,12380,5890,3200,160,..,124390
LAUA,4240,E08000008,Tameside,51940,17060,17960,5900,3110,830,360,40,..,97190
LAUA,4245,E08000009,Trafford,18660,20100,25460,14470,7420,4310,4110,850,..,95360
LAUA,4250,E08000010,Wigan,65950,29370,22040,11000,5290,1710,550,50,..,135950
CTYMET,N/A,E10000017,Lancashire,193770,98090,94770,61460,36520,17340,9970,730,..,512660
LAUA,2315,E07000117,Burnley,25120,4650,6050,2710,1270,320,140,20,..,40280
LAUA,2320,E07000118,Chorley,13990,10010,8470,5700,4210,1680,730,60,..,44830
LAUA,2325,E07000119,Fylde,6450,5860,8400,6600,4350,2360,1460,80,..,35560
LAUA,2330,E07000120,Hyndburn,21520,5070,5560,2760,890,270,170,10,..,36260
LAUA,2335,E07000121,Lancaster,21270,15320,11460,5970,3690,1830,830,70,..,60420
LAUA,2340,E07000122,Pendle,24740,4360,4110,2930,1720,950,520,40,..,39380
LAUA,2345,E07000123,Preston,27020,11570,9460,6270,2500,1210,880,50,..,58950
LAUA,2350,E07000124,Ribble Valley,3320,4650,4750,4420,3230,2030,1860,190,..,24450
LAUA,2355,E07000125,Rossendale,15700,4610,3710,3170,1800,630,440,40,..,30090
LAUA,2360,E07000126,South Ribble,9670,12110,11720,7270,3730,1460,490,20,..,46460
LAUA,2365,E07000127,West Lancashire,14290,8480,9320,6540,4550,2410,1510,70,..,47170
LAUA,2370,E07000128,Wyre,10700,11400,11770,7120,4600,2200,960,70,..,48810
CTYMET,N/A,E11000002,Merseyside (Met County),301970,118460,104050,50260,25370,12080,8220,660,..,621070
LAUA,4305,E08000011,Knowsley,36740,12750,8680,3820,1470,260,120,20,..,63860
LAUA,4310,E08000012,Liverpool,132410,33400,24260,12620,4750,2190,1590,130,..,211340
LAUA,4320,E08000014,Sefton,38820,25560,29770,14650,8070,3830,2810,230,..,123750
LAUA,4315,E08000013,St. Helens,35820,16500,14340,6260,3060,1490,580,30,..,78090
LAUA,4325,E08000015,Wirral,58190,30240,27010,12900,8030,4310,3110,260,..,144040
REGL,N/A,E12000003,YORKSHIRE AND THE HUMBER,1008060,443220,371280,206770,129870,62260,36170,3080,..,2260710
LAUA,2001,E06000011,East Riding of Yorkshire UA,38660,33750,28840,22150,14070,6050,2910,230,..,146660
LAUA,2004,E06000010,"Kingston upon Hull, City of UA",81690,20720,8820,3280,910,220,60,40,..,115740
LAUA,2002,E06000012,North East Lincolnshire UA,38640,16320,8280,4470,1740,640,410,40,..,70540
LAUA,2003,E06000013,North Lincolnshire UA,34620,13870,10450,6890,3280,1250,450,20,..,70830
LAUA,2741,E06000014,York UA,10570,24050,25130,12260,6970,3080,1460,100,..,83600
CTYMET,N/A,E10000023,North Yorkshire,43530,58220,60660,39600,31560,18990,12440,1120,..,266110
LAUA,2705,E07000163,Craven,4040,5620,5710,3880,3010,1910,1270,110,..,25540
LAUA,2710,E07000164,Hambleton,3290,8000,8740,6320,5670,3710,2350,150,..,38230
LAUA,2715,E07000165,Harrogate,7620,13120,16480,10260,9080,6030,5350,580,..,68490
LAUA,2720,E07000166,Richmondshire,3210,4600,5120,3260,3010,1550,800,80,..,21630
LAUA,2725,E07000167,Ryedale,2180,5720,5390,3950,3110,1900,1120,100,..,23470
LAUA,2730,E07000168,Scarborough,14980,14060,12130,6920,3860,1670,690,40,..,54350
LAUA,2735,E07000169,Selby,8220,7120,7090,5010,3820,2220,860,60,..,34390
CTYMET,N/A,E11000003,South Yorkshire (Met County),342320,93480,66210,38340,19490,8290,4370,340,..,572850
LAUA,4405,E08000016,Barnsley,62910,15490,11060,7600,3180,1220,570,30,..,102070
LAUA,4410,E08000017,Doncaster,78190,22640,13730,8270,3950,1590,680,110,..,129140
LAUA,4415,E08000018,Rotherham,61860,20520,13590,7960,4010,1540,560,50,..,110080
LAUA,4420,E08000019,Sheffield,139370,34830,27840,14520,8360,3930,2560,160,..,231560
CTYMET,N/A,E11000006,West Yorkshire (Met County),418040,182820,162890,79780,51840,23750,14090,1190,..,934400
LAUA,4705,E08000032,Bradford,87930,41460,37000,16070,11130,5360,3480,290,..,202710
LAUA,4710,E08000033,Calderdale,43610,16880,14430,6740,4840,2570,1190,40,..,90290
LAUA,4715,E08000034,Kirklees,79890,31760,29680,15030,10660,4640,1930,130,..,173720
LAUA,4720,E08000035,Leeds,130670,67070,62060,30020,18950,9180,6430,650,..,325030
LAUA,4725,E08000036,Wakefield,75940,25650,19720,11930,6260,2010,1050,80,..,142650
REGL,N/A,E12000004,EAST MIDLANDS,723800,425120,341120,202150,119560,58080,33320,2920,..,1906070
LAUA,1055,E06000015,Derby UA,54330,18830,15270,7990,4040,2070,610,40,..,103170
LAUA,2465,E06000016,Leicester UA,74420,23300,14330,5930,2800,1250,580,70,..,122680
LAUA,3060,E06000018,Nottingham UA,84020,20170,14090,6030,2210,970,680,110,..,128270
LAUA,2470,E06000017,Rutland UA,1510,3970,2790,2220,2160,1490,1190,140,..,15450
CTYMET,N/A,E10000007,Derbyshire,128980,74710,55210,36620,21740,11140,6750,510,..,335660
LAUA,1005,E07000032,Amber Valley,21080,11170,9430,5800,2830,1450,1330,110,..,53200
LAUA,1010,E07000033,Bolsover,21200,5100,3660,2100,830,440,110,20,..,33460
LAUA,1015,E07000034,Chesterfield,26170,9640,5880,3500,1720,510,210,20,..,47630
LAUA,1045,E07000035,Derbyshire Dales,3370,6660,6990,5350,4620,2880,2080,130,..,32080
LAUA,1025,E07000036,Erewash,20480,12800,7260,4850,2090,740,480,40,..,48730
LAUA,1030,E07000037,High Peak,7990,12310,8530,4470,3580,2010,840,50,..,39770
LAUA,1035,E07000038,North East Derbyshire,18250,8300,7050,4600,2740,1350,830,70,..,43170
LAUA,1040,E07000039,South Derbyshire,10450,8730,6420,5960,3350,1770,880,80,..,37630
CTYMET,N/A,E10000018,Leicestershire,44020,77520,60330,38090,25390,11820,7500,720,..,265380
LAUA,2405,E07000129,Blaby,4320,13780,8950,5920,3560,1190,470,30,..,38210
LAUA,2410,E07000130,Charnwood,11410,18250,16690,8850,5590,2650,1720,190,..,65350
LAUA,2415,E07000131,Harborough,3950,7060,7040,5280,5280,3060,2190,230,..,34080
LAUA,2420,E07000132,Hinckley and Bosworth,7690,14240,10180,6450,3610,1880,930,60,..,45030
LAUA,2430,E07000133,Melton,3360,6360,3680,3270,2230,1280,880,90,..,21140
LAUA,2435,E07000134,North West Leicestershire,9610,12150,6630,5320,3320,1300,860,50,..,39240
LAUA,2440,E07000135,Oadby and Wigston,3670,5680,7150,3010,1820,470,450,70,..,22320
CTYMET,N/A,E10000019,Lincolnshire,120090,65560,63700,32550,17190,6900,2670,340,..,308990
LAUA,2505,E07000136,Boston,13140,5500,5730,1770,710,200,80,10,..,27130
LAUA,2510,E07000137,East Lindsey,24680,12750,15630,5850,2970,1020,490,50,..,63440
LAUA,2515,E07000138,Lincoln,24600,7910,4470,2270,1110,320,120,50,..,40840
LAUA,2520,E07000139,North Kesteven,12070,11430,11690,5500,2770,1270,410,60,..,45210
LAUA,2525,E07000140,South Holland,13950,7870,9210,3770,1620,340,100,10,..,36870
LAUA,2530,E07000141,South Kesteven,17190,12800,10000,8220,4900,2490,980,90,..,56670
LAUA,2535,E07000142,West Lindsey,14470,7310,6970,5170,3120,1260,490,60,..,38840
CTYMET,N/A,E10000021,Northamptonshire,79920,71220,58040,34400,23320,12370,7680,570,..,287530
LAUA,2805,E07000150,Corby,13690,5160,2250,2000,790,230,140,20,..,24270
LAUA,2810,E07000151,Daventry,3520,7940,7050,4830,3900,2440,2080,110,..,31880
LAUA,2815,E07000152,East Northamptonshire,9020,9770,5680,4530,3530,2090,1280,120,..,36020
LAUA,2820,E07000153,Kettering,12350,11120,7380,4430,2660,1170,600,50,..,39760
LAUA,2825,E07000154,Northampton,29360,20330,20620,9570,5190,2210,1140,70,..,88470
LAUA,2830,E07000155,South Northamptonshire,1860,8000,8770,5570,5250,3480,2060,170,..,35170
LAUA,2835,E07000156,Wellingborough,10120,8900,6290,3470,2000,760,390,30,..,31960
CTYMET,N/A,E10000024,Nottinghamshire,136530,69850,57370,38330,20730,10060,5670,420,..,338950
LAUA,3005,E07000170,Ashfield,28130,10140,7510,3260,990,370,140,20,..,50570
LAUA,3010,E07000171,Bassetlaw,25470,7240,5890,5570,2720,1310,650,60,..,48900
LAUA,3015,E07000172,Broxtowe,15450,12510,10510,5820,2450,770,430,20,..,47960
LAUA,3020,E07000173,Gedling,14180,14110,9450,6250,3420,1230,770,80,..,49490
LAUA,3025,E07000174,Mansfield,26110,8940,5930,3420,1400,340,150,20,..,46310
LAUA,3030,E07000175,Newark and Sherwood,21210,7630,7920,5370,3670,2380,1310,120,..,49610
LAUA,3040,E07000176,Rushcliffe,5970,9290,10160,8650,6080,3660,2210,110,..,46120
REGL,N/A,E12000005,WEST MIDLANDS,733610,578900,444210,254810,160370,86730,53240,5190,..,2317060
LAUA,1850,E06000019,"Herefordshire, County of UA",11940,18390,15650,12570,10710,6120,3380,180,..,78940
LAUA,3245,E06000051,Shropshire UA,24580,33130,26970,18780,13840,7340,4170,320,..,129120
LAUA,3455,E06000021,Stoke-on-Trent UA,69080,21740,13950,4380,1660,460,110,50,..,111420
LAUA,3240,E06000020,Telford and Wrekin UA,25550,17530,9670,7300,4180,1890,930,50,..,67090
CTYMET,N/A,E10000028,Staffordshire,96860,85290,73350,44650,28580,15750,9210,880,..,354560
LAUA,3405,E07000192,Cannock Chase,13710,12490,7230,4510,1660,560,260,20,..,40430
LAUA,3410,E07000193,East Staffordshire,17020,9700,7470,5450,3800,1970,1080,90,..,46580
LAUA,3415,E07000194,Lichfield,5560,9780,9890,5960,4560,3230,2420,380,..,41770
LAUA,3420,E07000195,Newcastle-under-Lyme,23770,9550,10540,4150,2530,1650,870,40,..,53100
LAUA,3430,E07000196,South Staffordshire,6610,9960,10570,6800,4910,3090,2270,200,..,44410
LAUA,3425,E07000197,Stafford,11660,12490,12220,8450,5490,3050,1490,110,..,54960
LAUA,3435,E07000198,Staffordshire Moorlands,9310,10030,10340,5950,4050,1830,750,40,..,42290
LAUA,3445,E07000199,Tamworth,9220,11290,5090,3380,1590,380,90,-,..,31040
CTYMET,N/A,E10000031,Warwickshire,41390,47550,58010,36330,22870,13760,10490,1330,..,231730
LAUA,3705,E07000218,North Warwickshire,6300,6700,5620,3630,2100,1180,690,70,..,26290
LAUA,3710,E07000219,Nuneaton and Bedworth,19550,12210,11730,6590,2120,580,140,20,..,52920
LAUA,3715,E07000220,Rugby,7900,10380,9870,5210,3840,2360,1420,90,..,41080
LAUA,3720,E07000221,Stratford-on-Avon,3100,7320,14880,9000,8400,4930,4560,750,..,52940
LAUA,3725,E07000222,Warwick,4540,10940,15900,11910,6410,4720,3690,400,..,58510
CTYMET,N/A,E11000005,West Midlands (Met County),425930,295380,191580,95490,51660,25600,14670,1590,..,1101880
LAUA,4605,E08000025,Birmingham,156120,121190,70610,33890,19230,8280,5640,820,..,415770
LAUA,4610,E08000026,Coventry,53870,38710,21200,8310,4150,2130,1320,160,..,129830
LAUA,4615,E08000027,Dudley,41240,36580,28370,15510,6240,2250,960,120,..,131270
LAUA,4620,E08000028,Sandwell,56330,40910,18330,6270,2570,490,50,30,..,124990
LAUA,4625,E08000029,Solihull,14160,10960,21050,15810,11300,8560,5090,290,..,87200
LAUA,4630,E08000030,Walsall,49370,24720,16570,9580,5300,2240,720,50,..,108550
LAUA,4635,E08000031,Wolverhampton,54860,22320,15450,6120,2860,1660,890,120,..,104270
CTYMET,N/A,E10000034,Worcestershire,38280,59880,55040,35320,26890,15820,10290,800,..,242320
LAUA,1805,E07000234,Bromsgrove,3210,6930,8290,7430,6500,3280,2560,310,..,38520
LAUA,1860,E07000235,Malvern Hills,3610,6670,7040,5250,4520,3250,2150,120,..,32610
LAUA,1825,E07000236,Redditch,7320,11330,7080,4150,3040,1130,410,20,..,34460
LAUA,1835,E07000237,Worcester,7810,13810,10650,4940,3100,1240,370,10,..,41930
LAUA,1840,E07000238,Wychavon,5780,10390,11230,7620,6560,5280,3670,210,..,50740
LAUA,1845,E07000239,Wyre Forest,10540,10760,10750,5930,3170,1630,1130,130,..,44040
REGL,N/A,E12000006,EAST,349840,517450,641790,426570,259210,141030,95960,11570,..,2443420
LAUA,0235,E06000055,Bedford UA,8960,16090,16070,9040,6940,4450,2570,210,..,64310
LAUA,0240,E06000056,Central Bedfordshire UA,9010,21060,29890,18930,13660,7150,4160,310,..,104170
LAUA,0230,E06000032,Luton UA,15100,25720,21900,7540,3380,1030,260,30,..,74950
LAUA,0540,E06000031,Peterborough UA,32690,16960,11620,6130,3750,1630,810,60,..,73650
LAUA,1590,E06000033,Southend-on-Sea UA,16000,14870,22490,12270,6430,3460,1500,110,..,77120
LAUA,1595,E06000034,Thurrock UA,7300,12480,25540,10890,4240,2000,790,40,..,63280
CTYMET,N/A,E10000003,Cambridgeshire,35350,53510,66250,40100,28590,15150,8830,990,..,248770
LAUA,0505,E07000008,Cambridge,2710,8850,16960,7970,4580,2930,2730,420,..,47150
LAUA,0510,E07000009,East Cambridgeshire,3970,9910,6820,6340,4020,1810,600,70,..,33530
LAUA,0515,E07000010,Fenland,15560,10770,7980,3980,1790,440,150,20,..,40690
LAUA,0520,E07000011,Huntingdonshire,10770,17800,16480,10830,8080,3280,1600,140,..,68970
LAUA,0530,E07000012,South Cambridgeshire,2340,6180,18020,10980,10130,6690,3760,340,..,58430
CTYMET,N/A,E10000012,Essex,50370,106000,175630,114610,69740,39990,27090,3090,..,586520
LAUA,1505,E07000066,Basildon,8930,14870,22470,13590,7030,4320,1810,120,..,73130
LAUA,1510,E07000067,Braintree,5570,15320,17950,8600,6660,3830,2090,200,..,60210
LAUA,1515,E07000068,Brentwood,550,2620,6170,7800,5390,4290,3710,480,..,31000
LAUA,1520,E07000069,Castle Point,1990,6090,13550,8390,4210,1720,570,60,..,36580
LAUA,1525,E07000070,Chelmsford,4430,9340,21070,15620,9620,5190,3540,320,..,69120
LAUA,1530,E07000071,Colchester,8560,18640,18430,12400,7180,3530,2200,150,..,71080
LAUA,1535,E07000072,Epping Forest,1620,4630,11030,13440,9120,6540,5740,1060,..,53170
LAUA,1540,E07000073,Harlow,2180,7420,18230,3970,1970,810,380,10,..,34980
LAUA,1545,E07000074,Maldon,2150,3490,7640,4900,4140,2540,1310,150,..,26310
LAUA,1550,E07000075,Rochford,1330,3310,11350,10090,4700,2090,1100,80,..,34060
LAUA,1560,E07000076,Tendring,12100,16840,20280,9970,4600,1560,780,80,..,66210
LAUA,1570,E07000077,Uttlesford,970,3460,7470,5850,5120,3590,3850,370,..,30670
CTYMET,N/A,E10000015,Hertfordshire,9830,46000,126270,114990,70580,42520,36540,5560,..,452290
LAUA,1905,E07000095,Broxbourne,440,3340,8460,13810,7120,2710,2010,160,..,38050
LAUA,1910,E07000096,Dacorum,1140,7730,17770,14080,8150,5230,4520,630,..,59230
LAUA,1915,E07000242,East Hertfordshire,710,5460,13720,14030,9930,6750,4980,670,..,56250
LAUA,1920,E07000098,Hertsmere,500,2820,6090,13230,8450,3920,4270,820,..,40120
LAUA,1925,E07000099,North Hertfordshire,3140,7910,18290,9310,6670,4290,3050,290,..,52950
LAUA,1930,E07000240,St Albans,870,2870,8620,15390,12360,8580,6980,1000,..,56670
LAUA,1935,E07000243,Stevenage,1380,5750,20130,3060,2570,900,410,10,..,34210
LAUA,1940,E07000102,Three Rivers,750,2010,6140,9440,7040,3850,4880,1330,..,35430
LAUA,1945,E07000103,Watford,290,3610,12540,11430,3370,2050,1780,70,..,35140
LAUA,1950,E07000241,Welwyn Hatfield,610,4510,14490,11220,4910,4250,3680,570,..,44230
CTYMET,N/A,E10000020,Norfolk,102280,107030,83910,48110,25780,11060,5510,520,..,384200
LAUA,2605,E07000143,Breckland,14240,15860,12690,6640,3640,1330,650,60,..,55100
LAUA,2610,E07000144,Broadland,4180,13950,19720,8800,4330,1890,740,90,..,53710
LAUA,2615,E07000145,Great Yarmouth,19270,11620,8010,3740,1620,500,250,10,..,45020
LAUA,2635,E07000146,King's Lynn and West Norfolk,22480,16090,12720,8400,4290,2170,940,100,..,67170
LAUA,2620,E07000147,North Norfolk,10830,13720,10910,8410,4410,2030,1000,80,..,51380
LAUA,2625,E07000148,Norwich,25730,21130,7200,3200,1970,750,620,70,..,60690
LAUA,2630,E07000149,South Norfolk,5550,14670,12660,8920,5510,2380,1320,110,..,51130
CTYMET,N/A,E10000029,Suffolk,62950,97730,62210,43970,26130,12610,7900,670,..,314160
LAUA,3505,E07000200,Babergh,4310,11120,7750,6810,3940,2030,1550,170,..,37690
LAUA,3540,E07000244,East Suffolk,25640,29030,21360,16680,10060,4720,2690,210,..,110400
LAUA,3515,E07000202,Ipswich,17110,20780,10500,3940,2020,880,320,10,..,55560
LAUA,3520,E07000203,Mid Suffolk,4940,10800,8660,6380,4670,2550,1490,100,..,39590
LAUA,3545,E07000245,West Suffolk,10950,26000,13940,10140,5440,2430,1840,170,..,70920
REGL,N/A,E12000007,LONDON,110490,440840,872540,826940,495790,248440,200660,55780,..,3251480
CTYMET,N/A,E13000001,Inner London,55790,246540,365970,282730,167420,101010,100890,39660,..,1360000
LAUA,5210,E09000007,Camden,2580,9990,19000,23920,16440,10290,11660,4050,..,97920
LAUA,5030,E09000001,City of London,10,240,640,820,2200,960,860,100,..,5820
LAUA,5360,E09000012,Hackney,4860,31330,29370,15820,9030,3910,1120,40,..,95480
LAUA,5390,E09000013,Hammersmith and Fulham,2960,5380,13440,22340,14130,8860,10390,1940,..,79440
LAUA,5420,E09000014,Haringey,5230,16380,30720,25370,10900,5410,4610,630,..,99250
LAUA,5570,E09000019,Islington,1060,5770,27900,28270,13690,7180,6460,840,..,91170
LAUA,5600,E09000020,Kensington and Chelsea,940,3350,9000,13410,13230,11900,19900,14250,..,85990
LAUA,5660,E09000022,Lambeth,4710,32020,36840,26570,12940,8570,5270,610,..,127530
LAUA,5690,E09000023,Lewisham,6960,30850,39850,25040,7240,2780,1290,170,..,114180
LAUA,5750,E09000025,Newham,4880,30610,45230,14970,2670,600,90,20,..,99080
LAUA,5840,E09000028,Southwark,12380,36910,31410,18360,11790,5310,3800,500,..,120450
LAUA,5900,E09000030,Tower Hamlets,1570,25410,31690,16020,12850,6090,2540,410,..,96580
LAUA,5960,E09000032,Wandsworth,6080,11890,35080,29940,18990,13190,11550,2270,..,128990
LAUA,5990,E09000033,Westminster,1570,6410,15780,21900,21340,15970,21340,13840,..,118140
CTYMET,N/A,E13000002,Outer London,54700,194300,506570,544210,328370,147430,99770,16110,..,1891480
LAUA,5060,E09000002,Barking and Dagenham,7360,10400,41890,8060,1700,320,50,20,..,69790
LAUA,5090,E09000003,Barnet,1850,8890,26050,30400,29430,18730,15510,3750,..,134610
LAUA,5120,E09000004,Bexley,4810,9740,27600,26230,19270,4570,1680,50,..,93950
LAUA,5150,E09000005,Brent,2550,11420,31520,29890,21430,6170,3330,260,..,106570
LAUA,5180,E09000006,Bromley,1750,9470,27030,34400,28450,17240,13250,1120,..,132710
LAUA,5240,E09000008,Croydon,1940,19290,42140,36600,21290,11440,7340,620,..,140660
LAUA,5270,E09000009,Ealing,2550,12160,29230,41450,21750,9440,6640,910,..,124130
LAUA,5300,E09000010,Enfield,4870,10800,31530,35310,20590,8820,5820,820,..,118550
LAUA,5330,E09000011,Greenwich,11860,18170,35370,19880,10120,2790,1870,300,..,100350
LAUA,5450,E09000015,Harrow,280,3130,17500,27030,21590,7560,5990,1120,..,84200
LAUA,5480,E09000016,Havering,5470,9880,24370,33950,14890,6150,3030,250,..,97980
LAUA,5510,E09000017,Hillingdon,700,5350,20850,43670,17390,9250,4510,380,..,102090
LAUA,5540,E09000018,Hounslow,1270,8300,23090,35210,14110,5250,3700,770,..,91710
LAUA,5630,E09000021,Kingston upon Thames,210,2700,14080,19540,14260,7690,3920,890,..,63290
LAUA,5720,E09000024,Merton,1050,7800,20100,26750,12980,4790,3860,1450,..,78780
LAUA,5780,E09000026,Redbridge,1570,11430,24150,30860,19350,7250,3080,190,..,97880
LAUA,5810,E09000027,Richmond upon Thames,530,2040,11870,19640,19720,11440,12140,2940,..,80310
LAUA,5870,E09000029,Sutton,690,6500,25270,23150,11940,6750,3620,250,..,78170
LAUA,5930,E09000031,Waltham Forest,3400,26810,32940,22220,8130,1790,440,30,..,95750
REGL,N/A,E12000008,SOUTH EAST,312220,587460,920500,715790,478140,288750,231520,31930,..,3566290
LAUA,0335,E06000036,Bracknell Forest UA,1720,3970,17070,8300,7470,4390,2040,250,..,45210
LAUA,1445,E06000043,Brighton and Hove UA,25830,27360,32990,18880,10700,4310,2630,170,..,122860
LAUA,N/A,E06000060,Buckinghamshire UA,5060,20800,44150,39810,32070,25560,27760,4870,..,200090
LAUA,0405,E07000004,Aylesbury Vale,2740,11220,19460,11780,10030,7270,5570,370,..,68430
LAUA,0415,E07000005,Chiltern,640,1870,5270,6530,6470,6500,8780,1720,..,37790
LAUA,0410,E07000006,South Bucks,570,860,3420,5340,4920,3210,6730,1840,..,26880
LAUA,0425,E07000007,Wycombe,1120,6850,16010,16160,10650,8580,6690,940,..,66980
LAUA,2100,E06000046,Isle of Wight UA,9420,16450,16120,12670,6780,2870,1390,130,..,65810
LAUA,2280,E06000035,Medway UA,10570,36690,31910,15640,7700,3190,1190,70,..,106960
LAUA,0435,E06000042,Milton Keynes UA,15000,25900,25670,11360,9250,4800,2600,130,..,94700
LAUA,1775,E06000044,Portsmouth UA,23710,29090,20860,5460,3530,1620,690,60,..,85010
LAUA,0345,E06000038,Reading UA,5250,12900,26120,9550,5060,3120,1730,80,..,63810
LAUA,0350,E06000039,Slough UA,1110,9110,20430,11750,3920,1540,310,10,..,48170
LAUA,1780,E06000045,Southampton UA,29440,31710,21540,9190,3030,1340,460,30,..,96740
LAUA,0340,E06000037,West Berkshire UA,2230,5880,17940,16260,9770,6160,3820,600,..,62670
LAUA,0355,E06000040,Windsor and Maidenhead UA,1620,3470,8600,15140,12500,7730,9060,1450,..,59580
LAUA,0360,E06000041,Wokingham UA,1620,3260,9030,17290,14240,9270,5590,410,..,60710
CTYMET,N/A,E10000011,East Sussex,34110,43500,55050,44440,29010,16220,12060,1410,..,235790
LAUA,1410,E07000061,Eastbourne,7850,12360,10570,8180,4410,1990,1050,80,..,46490
LAUA,1415,E07000062,Hastings,13970,11670,7120,5470,2170,780,190,50,..,41410
LAUA,1425,E07000063,Lewes,3950,5630,12660,9120,5430,2860,2190,210,..,42050
LAUA,1430,E07000064,Rother,4520,6870,9360,8770,6980,3580,2400,260,..,42750
LAUA,1435,E07000065,Wealden,3820,6970,15350,12890,10010,7020,6230,800,..,63100
CTYMET,N/A,E10000014,Hampshire,38430,91940,149380,107090,79230,45580,27430,3020,..,542100
LAUA,1705,E07000084,Basingstoke and Deane,2100,10670,23020,11670,9640,5770,2960,360,..,66190
LAUA,1710,E07000085,East Hampshire,2640,4890,11280,9710,8190,5510,4350,610,..,47160
LAUA,1715,E07000086,Eastleigh,4370,9860,16560,9120,6800,2800,990,20,..,50530
LAUA,1720,E07000087,Fareham,3030,6250,14740,9760,7590,3240,1350,100,..,46050
LAUA,1725,E07000088,Gosport,6250,12550,8500,4690,1870,1460,340,30,..,35680
LAUA,1730,E07000089,Hart,680,1780,8220,8070,7220,6270,3490,220,..,35970
LAUA,1735,E07000090,Havant,7740,13310,12030,9620,5450,2390,940,40,..,51510
LAUA,1740,E07000091,New Forest,6140,11280,17120,18890,13000,6530,4360,560,..,77890
LAUA,1750,E07000092,Rushmoor,1090,7740,14210,8050,3780,1110,320,50,..,36340
LAUA,1760,E07000093,Test Valley,2410,7750,12730,8850,7640,4390,3320,420,..,47520
LAUA,1765,E07000094,Winchester,1980,5870,10970,8660,8050,6100,5010,620,..,47270
